Tipo,Grado,R2,Ecuacion
Global,4,0.9477318094536833,"pH = 
    -1.406*X1*X2 + 0.001*X1*X5 + -1.323*X2*X3 + -0.002*X2*X7 + 0.003*X2*X8 + -0.004*X2*X9 + 32314.876*X3*X4 + 8396.294*X4*X5 + -0.376*X5*X6 + -1.739*X6*X7 + -0.749*X7*X8 + 91.899*X8*X9 + -1.545*X9*X10 + -0.129*X10*X11 + -0.738*X11*X12 + 1.073*X1^2*X2 + 96.271*X1*X2^2 + 1.058*X2^2*X3 + 140.664*X2*X3^2 + 994.035*X3^2*X4 + 1247429.918*X3*X4^2 + -47078.753*X4^2*X5 + 510564.752*X4*X5^2 + 0.361*X5^2*X6 + 56.699*X5*X6^2 + 1.335*X6^2*X7 + 118.525*X6*X7^2 + 0.203*X7^2*X8 + 49.819*X7*X8^2 + -43.896*X8^2*X9 + 5075.389*X8*X9^2 + 2.245*X9^2*X10 + 180.431*X9*X10^2 + 3.390*X10^2*X11 + 546.198*X10*X11^2 + 0.202*X11^2*X12 + 49.932*X11*X12^2 + -0.141*X1^3*X2 + -13.280*X1^2*X2^2 + -1355.698*X1*X2^3 + -0.142*X2^3*X3 + -14.996*X2^2*X3^2 + -3.082*X2*X3^3 + 16.860*X3^3*X4 + 46840.306*X3^2*X4^2 + 64091.169*X3*X4^3 + -8067.223*X4^3*X5 + -3237583.715*X4^2*X5^2 + -3287832.739*X4*X5^3 + -0.051*X5^3*X6 + -4.427*X5^2*X6^2 + 78.380*X5*X6^3 + -0.177*X6^3*X7 + -12.380*X6^2*X7^2 + 13.963*X6*X7^3 + -0.013*X7^3*X8 + -2.756*X7^2*X8^2 + 0.309*X7*X8^3 + -78.933*X8^3*X9 + -8241.654*X8^2*X9^2 + -158836.406*X8*X9^3 + -0.339*X9^3*X10 + -30.835*X9^2*X10^2 + -5594.571*X9*X10^3 + -0.885*X10^3*X11 + -103.172*X10^2*X11^2 + 39.720*X10*X11^3 + -0.012*X11^3*X12 + -2.765*X11^2*X12^2 + 0.312*X11*X12^3 +
    -2.811*X2 + -2.680*X3 + -689.129*X4 + -393.754*X5 + -0.795*X6 + -3.475*X7 + -0.616*X8 + -32.498*X9 + -6.692*X10 + -7.488*X11 + -0.573*X12 + 351.110*X1^2 + -139.303*X2^2 + -394.236*X3^2 + -6054.457*X4^2 + -19767.529*X5^2 + -229.529*X6^2 + -345.464*X7^2 + -257.257*X8^2 + -11.839*X9^2 + 0.770*X10^2 + -807.651*X11^2 + -257.703*X12^2 + 27.248*X1^3 + 12304.590*X2^3 + 11.032*X3^3 + 1874834.674*X4^3 + 375576.460*X5^3 + -223.452*X6^3 + -112.665*X7^3 + -5.581*X8^3 + 195929.525*X9^3 + 58779.200*X10^3 + -218.063*X11^3 + -5.795*X12^3 + 4.656*X1^4 + 125669.644*X2^4 + -37.308*X3^4 + 75466.580*X4^4 + -482746.467*X5^4 + 953.104*X6^4 + 59.783*X7^4 + -0.347*X8^4 + 3491002.230*X9^4 + 1433001.184*X10^4 + 126.202*X11^4 + -0.307*X12^4 +
    3679907.081*Z^4 +
    204829.732*Z^3 + -134658.857*X12*Z^3 +
    -3323.672*Z^2 + 24616.797*X12*Z^2 + -32579.392*X12^2*Z^2 +
    -86.629*Z + 0.003*X1*Z + 367.584*X12*Z + -267.707*X12^2*Z + -288.600*X12^3*Z +
    8.634"
