Reactivo,Unidad,Concentracion de reactivo,Concentracion de titulante,pH,pH_predicho,Error_abs,Error_pct
Urea,g/L,0.28,-0.0158,3.14,3.2729027647779985,-0.13290276477799834,4.232572126687845
Urea,g/L,0.28,-0.0156,3.15,3.2765764258381145,-0.12657642583811457,4.018299232956019
Urea,g/L,0.28,-0.0155,3.15,3.2782189338968855,-0.12821893389688555,4.070442345932874
Urea,g/L,0.28,-0.0154,3.15,3.2797328964891204,-0.12973289648912045,4.118504650448269
Urea,g/L,0.28,-0.0153,3.15,3.2811192021929316,-0.13111920219293172,4.162514355331166
Urea,g/L,0.28,-0.0151,3.15,3.283512943017183,-0.13351294301718308,4.238506127529622
Urea,g/L,0.28,-0.015,3.16,3.284522701063306,-0.12452270106330587,3.9405918058008185
Urea,g/L,0.28,-0.0149,3.16,3.28540944807236,-0.12540944807235999,3.968653420011392
Urea,g/L,0.28,-0.0148,3.16,3.2861746183919136,-0.12617461839191346,3.9928676706301727
Urea,g/L,0.28,-0.0147,3.16,3.286819755523431,-0.12681975552343072,4.013283402640212
Urea,g/L,0.28,-0.0145,3.16,3.287756649997641,-0.1277566499976408,4.042931961950658
Urea,g/L,0.28,-0.0144,3.16,3.2880520401127176,-0.12805204011271742,4.05227975040245
Urea,g/L,0.28,-0.0143,3.16,3.288234662584504,-0.12823466258450367,4.058058942547584
Urea,g/L,0.28,-0.0142,3.17,3.288306606683925,-0.1183066066839249,3.7320696114802807
Urea,g/L,0.28,-0.014,3.17,3.2881273626187926,-0.11812736261879264,3.726415224567591
Urea,g/L,0.28,-0.0139,3.18,3.2878808987655326,-0.10788089876553242,3.3924810932557365
Urea,g/L,0.28,-0.0138,3.18,3.2875332051624895,-0.10753320516248932,3.381547332153752
Urea,g/L,0.28,-0.0137,3.17,3.287086916850043,-0.11708691685004302,3.6935935914840066
Urea,g/L,0.28,-0.0135,3.19,3.285909642027885,-0.09590964202788488,3.006571850403915
Urea,g/L,0.28,-0.0134,3.19,3.285184471368388,-0.09518447136838804,2.983839227849155
Urea,g/L,0.28,-0.0133,3.19,3.284372337699902,-0.09437233769990216,2.958380492159942
Urea,g/L,0.28,-0.0132,3.19,3.2834764218322543,-0.09347642183225435,2.9302953552430835
Urea,g/L,0.28,-0.013,3.19,3.2814465125082917,-0.09144651250829172,2.866661834115728
Urea,g/L,0.28,-0.0129,3.2,3.280319426441095,-0.08031942644109469,2.509982076284209
Urea,g/L,0.28,-0.0128,3.2,3.27912237295299,-0.07912237295298974,2.4725741547809292
Urea,g/L,0.28,-0.0127,3.21,3.2778590786232695,-0.06785907862326956,2.1139899882638495
Urea,g/L,0.28,-0.0125,3.21,3.2751492195256042,-0.06514921952560426,2.02957070173222
Urea,g/L,0.28,-0.0124,3.22,3.273710653685696,-0.05371065368569594,1.6680327231582588
Urea,g/L,0.28,-0.0123,3.22,3.272221844860257,-0.052221844860256716,1.6217964242315748
Urea,g/L,0.28,-0.0122,3.23,3.2706870653980253,-0.04068706539802536,1.2596614674311257
Urea,g/L,0.28,-0.012,3.23,3.2674972297276597,-0.037497229727659676,1.1609049451287825
Urea,g/L,0.28,-0.0119,3.24,3.2658512639864785,-0.0258512639864783,0.797878518101182
Urea,g/L,0.28,-0.0118,3.24,3.2641775085424225,-0.024177508542422288,0.746219399457478
Urea,g/L,0.28,-0.0117,3.25,3.262480781513697,-0.012480781513696915,0.38402404657528966
Urea,g/L,0.28,-0.0115,3.25,3.2590382309445265,-0.009038230944526493,0.27809941367773827
Urea,g/L,0.28,-0.0114,3.26,3.257302589409951,0.0026974105900485768,0.08274265613645941
Urea,g/L,0.28,-0.0113,3.26,3.2555643403024512,0.004435659697548555,0.1360631809063974
Urea,g/L,0.28,-0.0112,3.26,3.2538288475096913,0.006171152490308529,0.18929915614443343
Urea,g/L,0.28,-0.011,3.27,3.250388132188505,0.019611867811494932,0.5997513092200285
Urea,g/L,0.28,-0.0109,3.27,3.248694183204865,0.02130581679513499,0.6515540304322627
Urea,g/L,0.28,-0.0108,3.27,3.2470255376255395,0.022974462374460547,0.7025829472312094
Urea,g/L,0.28,-0.0107,3.28,3.2453881051076507,0.03461189489234906,1.0552406979374713
Urea,g/L,0.28,-0.0105,3.28,3.242231063654132,0.037768936345867754,1.151491961764261
Urea,g/L,0.28,-0.0104,3.29,3.240723819802202,0.04927618019779789,1.4977562370151334
Urea,g/L,0.28,-0.0103,3.29,3.2392725191791163,0.05072748082088374,1.5418687179599921
Urea,g/L,0.28,-0.0102,3.3,3.2378836172114553,0.06211638278854448,1.8823146299558933
Urea,g/L,0.28,-0.01,3.31,3.2353193767181763,0.07468062328182379,2.2562121837409
Urea,g/L,0.28,-0.0099,3.31,3.2341574948151797,0.07584250518482039,2.2913143560368696
Urea,g/L,0.28,-0.0098,3.31,3.2330849248128457,0.07691507518715435,2.3237182835998293
Urea,g/L,0.28,-0.0096,3.32,3.231235834448201,0.08876416555179878,2.6736194443312886
Urea,g/L,0.28,-0.0095,3.32,3.2304736439396446,0.0895263560603552,2.696576989769735
Urea,g/L,0.28,-0.0094,3.33,3.22982942503925,0.10017057496074999,3.0081253741966965
Urea,g/L,0.28,-0.0093,3.33,3.2293106155586235,0.10068938444137654,3.023705238479776
Urea,g/L,0.28,-0.0091,3.34,3.2286795218725515,0.11132047812744839,3.332948446929593
Urea,g/L,0.28,-0.009,3.34,3.2285826590597733,0.1114173409402266,3.335848531144509
Urea,g/L,0.28,-0.0089,3.34,3.2286420484520955,0.1113579515479044,3.33407040562588
Urea,g/L,0.28,-0.0088,3.34,3.2288656736305836,0.11113432636941623,3.327375041000486
Urea,g/L,0.28,-0.0086,3.35,3.229838111439761,0.12016188856023913,3.586922046574302
Urea,g/L,0.28,-0.0085,3.35,3.230603437002033,0.11939656299796697,3.564076507401999
Urea,g/L,0.28,-0.0084,3.36,3.231566024213637,0.12843397578636306,3.82243975554652
Urea,g/L,0.28,-0.0082,3.35,3.234117210140807,0.1158827898591932,3.459187756990842
Urea,g/L,0.28,-0.0081,3.37,3.235723195019091,0.13427680498090933,3.984474925249535
Urea,g/L,0.28,-0.008,3.37,3.2375612138721346,0.13243878612786553,3.9299343064648524
Urea,g/L,0.28,-0.0079,3.37,3.2396402326660265,0.1303597673339736,3.868242354123845
Urea,g/L,0.28,-0.0077,3.38,3.244557679710161,0.13544232028983894,4.007169239344347
Urea,g/L,0.28,-0.0076,3.38,3.247414585662034,0.1325854143379659,3.9226453946143756
Urea,g/L,0.28,-0.0075,3.38,3.2505494469580167,0.12945055304198316,3.829898018993585
Urea,g/L,0.28,-0.0073,3.38,3.2576911916783837,0.12230880832161617,3.61860379649752
Urea,g/L,0.28,-0.0072,3.39,3.261717426035532,0.12828257396446796,3.784146724615574
Urea,g/L,0.28,-0.0071,3.39,3.266060317602318,0.12393968239768194,3.656037828840175
Urea,g/L,0.28,-0.0069,3.4,3.2757359749231396,0.1242640250768603,3.654824266966479
Urea,g/L,0.28,-0.0068,3.41,3.2810889648410724,0.12891103515892777,3.7803822627251544
Urea,g/L,0.28,-0.0067,3.41,3.286799060296435,0.12320093970356494,3.6129307830957456
Urea,g/L,0.28,-0.0066,3.42,3.2928766462559063,0.12712335374409367,3.7170571270202823
Urea,g/L,0.28,-0.0064,3.44,3.3061763753233393,0.13382362467666065,3.8902216475773446
Urea,g/L,0.28,-0.0063,3.45,3.3134198341341143,0.13658016586588584,3.958845387416981
Urea,g/L,0.28,-0.0062,3.46,3.3210734148546206,0.13892658514537937,4.015219223854895
Urea,g/L,0.28,-0.006,3.47,3.337654774123263,0.13234522587673725,3.813983454661016
Urea,g/L,0.28,-0.0059,3.48,3.3466047416053435,0.1333952583946565,3.8331970803062205
Urea,g/L,0.28,-0.0058,3.49,3.356009208865046,0.13399079113495427,3.8392776829499784
Urea,g/L,0.28,-0.0056,3.5,3.3762272212780133,0.12377277872198666,3.536365106342476
Urea,g/L,0.28,-0.0055,3.51,3.3870638285963555,0.12293617140364432,3.502455025744853
Urea,g/L,0.28,-0.0054,3.52,3.3984010600224748,0.12159893997752524,3.454515340270604
Urea,g/L,0.28,-0.0052,3.53,3.4226247202210054,0.10737527977899441,3.0417926283001253
Urea,g/L,0.28,-0.0051,3.54,3.4355350843896266,0.10446491561037341,2.950986316677215
Urea,g/L,0.28,-0.005,3.55,3.4489939434584436,0.10100605654155626,2.845241029339613
Urea,g/L,0.28,-0.0048,3.57,3.477606217781897,0.09239378221810268,2.5880611265574984
Urea,g/L,0.28,-0.0047,3.59,3.492784441663874,0.09721555833612605,2.7079542712012827
Urea,g/L,0.28,-0.0046,3.6,3.5085607777007324,0.09143922229926771,2.539978397201881
Urea,g/L,0.28,-0.0044,3.62,3.5419586041865876,0.07804139581341252,2.1558396633539365
Urea,g/L,0.28,-0.0043,3.63,3.5596057764940596,0.07039422350594027,1.9392348073261783
Urea,g/L,0.28,-0.0042,3.65,3.577902424673363,0.07209757532663685,1.975276036346215
Urea,g/L,0.28,-0.004,3.66,3.6164967130572236,0.0435032869427765,1.18861439734362
Urea,g/L,0.28,-0.0039,3.67,3.636820908351388,0.03317909164861188,0.9040624427414681
Urea,g/L,0.28,-0.0038,3.67,3.6578476896966006,0.01215231030339936,0.33112562134603163
Urea,g/L,0.28,-0.0036,3.68,3.7020633214121905,-0.022063321412190362,0.5995467775051728
Urea,g/L,0.28,-0.0035,3.68,3.7252796001033075,-0.04527960010330734,1.2304239158507428
Urea,g/L,0.28,-0.0034,3.7,3.749253321486954,-0.049253321486953716,1.331170850998749
Urea,g/L,0.28,-0.0032,3.72,3.7995291496661174,-0.07952914966611724,2.1378803673687425
Urea,g/L,0.28,-0.0031,3.73,3.8258595580135086,-0.09585955801350865,2.5699613408447357
Urea,g/L,0.28,-0.003,3.74,3.853004012157174,-0.1130040121571736,3.021497651261326
Urea,g/L,0.28,-0.0028,3.75,3.909792861629879,-0.15979286162987894,4.261142976796772
Urea,g/L,0.28,-0.0027,3.76,3.9394664317419252,-0.17946643174192545,4.773043397391635
Urea,g/L,0.28,-0.0026,3.77,3.970012397216256,-0.20001239721625597,5.305368626425888
Urea,g/L,0.28,-0.0024,3.78,4.033781064510592,-0.253781064510592,6.7137847754124875
Urea,g/L,0.28,-0.0023,3.79,4.067033814344734,-0.2770338143447342,7.309599323080057
Urea,g/L,0.28,-0.0022,3.8,4.101219055569437,-0.3012190555694376,7.926817251827306
Urea,g/L,0.28,-0.002,3.82,4.172448308911613,-0.35244830891161305,9.226395521246415
Urea,g/L,0.28,-0.0019,3.84,4.209523242274355,-0.3695232422743553,9.623001100894669
Urea,g/L,0.28,-0.0018,3.85,4.2475925095182,-0.3975925095182,10.327078169303897
Urea,g/L,0.28,-0.0016,3.86,4.3267770888325465,-0.46677708883254665,12.092670695143697
Urea,g/L,0.28,-0.0015,3.87,4.3679241953794525,-0.49792419537945243,12.866258278538822
Urea,g/L,0.28,-0.0014,3.88,4.410129224760267,-0.5301292247602669,13.663124349491415
Urea,g/L,0.28,-0.0012,3.92,4.497777841669238,-0.5777778416692385,14.739230654827512
Urea,g/L,0.28,-0.0011,3.96,4.543254096904931,-0.5832540969049314,14.72863881073059
Urea,g/L,0.28,-0.001,3.99,4.589853610389606,-0.5998536103896059,15.0339250724212
Urea,g/L,0.28,-0.0008,4.03,4.686488948213777,-0.6564889482137763,16.290048342773606
Urea,g/L,0.28,-0.0007,4.08,4.736558313491942,-0.6565583134919422,16.092115526763287
Urea,g/L,0.28,-0.0005,4.14,4.840285107781292,-0.7002851077812924,16.91509922177035
Urea,g/L,0.28,-0.0004,4.24,4.893976732654493,-0.6539767326544927,15.423979543738037
Urea,g/L,0.28,-0.0003,4.4,4.948910155177877,-0.548910155177877,12.475230799497204
Urea,g/L,0.28,-0.0001,4.69,5.062571985592037,-0.3725719855920362,7.943965577655356
Urea,g/L,0.28,0.0,5.75,5.121335462575963,0.6286645374240374,10.933296303026738
Urea,g/L,0.28,0.0003,6.27,5.305568847425751,0.9644311525742486,15.38167707454942
Urea,g/L,0.28,0.0006,6.31,5.502094057527528,0.8079059424724715,12.803580704793527
Urea,g/L,0.28,0.0009,6.52,5.711403682146798,0.8085963178532012,12.401784016153393
Urea,g/L,0.28,0.0011,6.99,5.8582931406703285,1.1317068593296717,16.190369947491725
Urea,g/L,0.28,0.0014,7.55,6.090028779487131,1.4599712205128688,19.337367159110844
Urea,g/L,0.28,0.0017,8.01,6.335905629137168,1.6740943708628322,20.900054567575932
Urea,g/L,0.28,0.002,8.21,6.59644869759174,1.6135513024082613,19.653487240051902
Urea,g/L,0.28,0.0023,8.34,6.872191834287366,1.4678081657126336,17.599618293916468
Urea,g/L,0.28,0.0026,8.47,7.163677730125784,1.306322269874217,15.422931167346126
Urea,g/L,0.28,0.0029,8.56,7.471457917473947,1.088542082526054,12.716613113622124
Urea,g/L,0.28,0.0031,8.64,7.68597345718352,0.9540265428164805,11.041973875190745
Urea,g/L,0.28,0.0034,8.71,8.02216043838619,0.68783956161381,7.897124702799195
Urea,g/L,0.28,0.0037,8.76,8.376155689018216,0.3838443109817842,4.381784371938176
Urea,g/L,0.28,0.004,8.81,8.748543160152344,0.06145683984765604,0.6975804750017711
Urea,g/L,0.28,0.0043,8.84,9.0,-0.16000000000000014,1.8099547511312233
Urea,g/L,0.28,0.0046,8.88,9.0,-0.11999999999999922,1.3513513513513424
Urea,g/L,0.28,0.0048,8.92,9.0,-0.08000000000000007,0.896860986547086
Urea,g/L,0.28,0.0051,8.95,9.0,-0.05000000000000071,0.5586592178771029
Urea,g/L,0.28,0.0054,8.99,9.0,-0.009999999999999787,0.11123470522802878
Urea,g/L,0.28,0.0057,9.0,9.0,0.0,0.0
Urea,g/L,0.5,-0.0226,3.0,3.0,0.0,0.0
Urea,g/L,0.5,-0.0225,3.01,3.0,0.009999999999999787,0.3322259136212554
Urea,g/L,0.5,-0.0224,3.01,3.0,0.009999999999999787,0.3322259136212554
Urea,g/L,0.5,-0.0223,3.02,3.0,0.020000000000000018,0.6622516556291397
Urea,g/L,0.5,-0.0222,3.02,3.0,0.020000000000000018,0.6622516556291397
Urea,g/L,0.5,-0.022,3.02,3.0,0.020000000000000018,0.6622516556291397
Urea,g/L,0.5,-0.0219,3.02,3.0,0.020000000000000018,0.6622516556291397
Urea,g/L,0.5,-0.0218,3.03,3.0,0.029999999999999805,0.9900990099009837
Urea,g/L,0.5,-0.0217,3.03,3.0,0.029999999999999805,0.9900990099009837
Urea,g/L,0.5,-0.0216,3.03,3.0,0.029999999999999805,0.9900990099009837
Urea,g/L,0.5,-0.0215,3.03,3.0,0.029999999999999805,0.9900990099009837
Urea,g/L,0.5,-0.0213,3.03,3.0091572319310966,0.020842768068903172,0.6878801342872334
Urea,g/L,0.5,-0.0212,3.03,3.0162563911595335,0.013743608840466326,0.4535844501804069
Urea,g/L,0.5,-0.0211,3.03,3.023260244996475,0.006739755003524639,0.2224341585321663
Urea,g/L,0.5,-0.021,3.03,3.0301651644499925,-0.0001651644499927052,0.005450971946953966
Urea,g/L,0.5,-0.0209,3.03,3.036967629682044,-0.00696762968204423,0.2299547749849581
Urea,g/L,0.5,-0.0208,3.03,3.0436642300084795,-0.013664230008479716,0.45096468674850554
Urea,g/L,0.5,-0.0206,3.02,3.0567267389773596,-0.03672673897735956,1.2161171846807803
Urea,g/L,0.5,-0.0205,3.04,3.063086372020959,-0.02308637202095909,0.7594201322683911
Urea,g/L,0.5,-0.0204,3.04,3.0693275889612748,-0.029327588961274742,0.9647233210945639
Urea,g/L,0.5,-0.0203,3.04,3.075447524883586,-0.035447524883585935,1.1660370027495375
Urea,g/L,0.5,-0.0202,3.04,3.081443424027106,-0.04144342402710599,1.363270527207434
Urea,g/L,0.5,-0.0201,3.04,3.087312639784937,-0.04731263978493683,1.5563368350308167
Urea,g/L,0.5,-0.0199,3.04,3.0986609804853256,-0.05866098048532553,1.9296375159646557
Urea,g/L,0.5,-0.0198,3.05,3.104135357983516,-0.05413535798351621,1.774929769951351
Urea,g/L,0.5,-0.0197,3.05,3.109473557207295,-0.05947355720729508,1.9499526953211503
Urea,g/L,0.5,-0.0196,3.05,3.1146734773192026,-0.06467347731920281,2.120441879318125
Urea,g/L,0.5,-0.0195,3.05,3.1197331266356887,-0.06973312663568887,2.286332020842258
Urea,g/L,0.5,-0.0194,3.05,3.124650622627084,-0.07465062262708422,2.447561397609319
Urea,g/L,0.5,-0.0192,3.05,3.134052170285371,-0.08405217028537137,2.755808861815455
Urea,g/L,0.5,-0.0191,3.05,3.1385330026623866,-0.08853300266238673,2.902721398766778
Urea,g/L,0.5,-0.019,3.06,3.1428652431345627,-0.08286524313456267,2.708014481521656
Urea,g/L,0.5,-0.0189,3.06,3.147047554941678,-0.08704755494167804,2.8446913379633347
Urea,g/L,0.5,-0.0188,3.06,3.151078710477412,-0.091078710477412,2.9764284469742486
Urea,g/L,0.5,-0.0186,3.06,3.1586831880789443,-0.09868318807894427,3.2249407868936033
Urea,g/L,0.5,-0.0185,3.07,3.162254600701562,-0.09225460070156233,3.0050358534710857
Urea,g/L,0.5,-0.0184,3.07,3.165671038166451,-0.09567103816645117,3.116320461447921
Urea,g/L,0.5,-0.0183,3.07,3.1689318186367466,-0.09893181863674672,3.222534809014551
Urea,g/L,0.5,-0.0182,3.07,3.172036369429483,-0.10203636942948302,3.3236602420027044
Urea,g/L,0.5,-0.018,3.08,3.1777750370198508,-0.09777503701985069,3.174514188956191
Urea,g/L,0.5,-0.0179,3.08,3.1804085542210068,-0.1004085542210067,3.2600179941885292
Urea,g/L,0.5,-0.0178,3.08,3.1828846425516453,-0.1028846425516452,3.3404104724560133
Urea,g/L,0.5,-0.0177,3.08,3.1852032750982486,-0.10520327509824856,3.4156907499431353
Urea,g/L,0.5,-0.0176,3.08,3.1873645341012056,-0.1073645341012055,3.485861496792386
Urea,g/L,0.5,-0.0174,3.08,3.191215806207156,-0.11121580620715577,3.610902798933629
Urea,g/L,0.5,-0.0173,3.09,3.192906529560366,-0.10290652956036617,3.33030840001185
Urea,g/L,0.5,-0.0172,3.09,3.1944412998703715,-0.10444129987037165,3.379977342083225
Urea,g/L,0.5,-0.0171,3.09,3.1958207451469947,-0.1058207451469948,3.4246195840451397
Urea,g/L,0.5,-0.017,3.1,3.1970456025539877,-0.09704560255398764,3.13050330819315
Urea,g/L,0.5,-0.0168,3.1,3.199035048183426,-0.0990350481834259,3.1946789736589003
Urea,g/L,0.5,-0.0167,3.1,3.199801656502792,-0.09980165650279194,3.2194082742836105
Urea,g/L,0.5,-0.0166,3.1,3.200417717146351,-0.10041771714635095,3.239281198269385
Urea,g/L,0.5,-0.0165,3.11,3.200884513047303,-0.09088451304730327,2.9223316092380474
Urea,g/L,0.5,-0.0164,3.11,3.201203436292707,-0.091203436292707,2.9325863759712862
Urea,g/L,0.5,-0.0162,3.11,3.2014037789347016,-0.09140377893470175,2.939028261565973
Urea,g/L,0.5,-0.0161,3.11,3.2012885282748997,-0.09128852827489986,2.9353224525691277
Urea,g/L,0.5,-0.016,3.12,3.201032064846798,-0.0810320648467977,2.59718156560249
Urea,g/L,0.5,-0.0159,3.12,3.20063632650693,-0.08063632650693009,2.5844976444528873
Urea,g/L,0.5,-0.0158,3.12,3.200103360265732,-0.08010336026573173,2.567415393132427
Urea,g/L,0.5,-0.0156,3.13,3.1986344778905025,-0.06863447789050259,2.1927948207828303
Urea,g/L,0.5,-0.0155,3.13,3.197703201546798,-0.06770320154679821,2.163041582964799
Urea,g/L,0.5,-0.0154,3.13,3.196643976882382,-0.0666439768823821,2.1292005393732305
Urea,g/L,0.5,-0.0153,3.13,3.195459396677158,-0.06545939667715794,2.0913545264267714
Urea,g/L,0.5,-0.0151,3.12,3.192725086533266,-0.07272508653326604,2.3309322606816036
Urea,g/L,0.5,-0.015,3.14,3.1911810879238383,-0.05118108792383813,1.6299709529884754
Urea,g/L,0.5,-0.0149,3.14,3.189523196432057,-0.04952319643205705,1.5771718608935363
Urea,g/L,0.5,-0.0148,3.14,3.1877545506072718,-0.04775455060727163,1.5208455607411346
Urea,g/L,0.5,-0.0147,3.14,3.1858783981527186,-0.045878398152718436,1.4610954825706508
Urea,g/L,0.5,-0.0145,3.14,3.181817109936709,-0.04181710993670906,1.3317550935257663
Urea,g/L,0.5,-0.0144,3.14,3.1796390153511846,-0.039639015351184526,1.262389023923074
Urea,g/L,0.5,-0.0143,3.14,3.1773674964877516,-0.037367496487751506,1.1900476588455893
Urea,g/L,0.5,-0.0142,3.15,3.1750063468191083,-0.025006346819108405,0.7938522799716954
Urea,g/L,0.5,-0.014,3.15,3.1700308747264203,-0.0200308747264204,0.635900784965727
Urea,g/L,0.5,-0.0139,3.16,3.167424685017222,-0.0074246850172219325,0.23495838662094723
Urea,g/L,0.5,-0.0138,3.16,3.164745129932504,-0.0047451299325036445,0.15016233963619127
Urea,g/L,0.5,-0.0137,3.15,3.161996548714421,-0.011996548714420907,0.38084281633082245
Urea,g/L,0.5,-0.0135,3.17,3.1563102106162213,0.013689789383778628,0.43185455469333217
Urea,g/L,0.5,-0.0134,3.17,3.153381677989868,0.016618322010132136,0.5242372873858718
Urea,g/L,0.5,-0.0133,3.17,3.1504025677376735,0.019597432262326464,0.6182155287800146
Urea,g/L,0.5,-0.0132,3.17,3.147377764871246,0.022622235128753942,0.7136351775632158
Urea,g/L,0.5,-0.013,3.17,3.1412111671115968,0.02878883288840317,0.9081650753439486
Urea,g/L,0.5,-0.0129,3.18,3.138079688011052,0.04192031198894819,1.3182488046839054
Urea,g/L,0.5,-0.0128,3.18,3.134923147881631,0.04507685211836909,1.4175110729046883
Urea,g/L,0.5,-0.0127,3.19,3.1317469775044073,0.05825302249559261,1.8261135578555676
Urea,g/L,0.5,-0.0125,3.19,3.1253580149002644,0.06464198509973551,2.026394517233088
Urea,g/L,0.5,-0.0124,3.2,3.1221566300049384,0.0778433699950618,2.4326053123456814
Urea,g/L,0.5,-0.0123,3.2,3.1189584295249966,0.0810415704750036,2.5325490773438624
Urea,g/L,0.5,-0.0122,3.21,3.1157693900109606,0.09423060998903932,2.935533021465399
Urea,g/L,0.5,-0.012,3.21,3.10944324585217,0.10055675414783005,3.1326091634838025
Urea,g/L,0.5,-0.0119,3.22,3.106318640077927,0.11368135992207318,3.5304770162134527
Urea,g/L,0.5,-0.0118,3.22,3.103228193010609,0.11677180698939127,3.626453633210909
Urea,g/L,0.5,-0.0117,3.23,3.1001784269701993,0.12982157302980069,4.019243747052652
Urea,g/L,0.5,-0.0115,3.23,3.0942275730195052,0.13577242698049474,4.203480711470426
Urea,g/L,0.5,-0.0114,3.24,3.0913400755186458,0.14865992448135446,4.588269274115878
Urea,g/L,0.5,-0.0113,3.24,3.088520439863546,0.15147956013645425,4.675295065939946
Urea,g/L,0.5,-0.0112,3.24,3.085775734143649,0.1542242658563513,4.760008205442941
Urea,g/L,0.5,-0.011,3.25,3.0805399306366876,0.16946006936331237,5.214155980409611
Urea,g/L,0.5,-0.0109,3.25,3.0780635147979636,0.17193648520203642,5.290353390831889
Urea,g/L,0.5,-0.0108,3.25,3.075691392791125,0.1743086072088751,5.36334176027308
Urea,g/L,0.5,-0.0107,3.26,3.0734311784750696,0.18656882152493015,5.722969985427306
Urea,g/L,0.5,-0.0105,3.26,3.0692774741203697,0.19072252587963012,5.850384229436507
Urea,g/L,0.5,-0.0104,3.27,3.0673997575689813,0.2026002424310187,6.195726068226872
Urea,g/L,0.5,-0.0103,3.28,3.065665495682892,0.21433450431710765,6.534588546253282
Urea,g/L,0.5,-0.0102,3.28,3.0640828480904565,0.2159171519095433,6.582839997242173
Urea,g/L,0.5,-0.01,3.29,3.06140558006944,0.22859441993055984,6.9481586605033385
Urea,g/L,0.5,-0.0099,3.29,3.060327824667033,0.22967217533296713,6.980917183372862
Urea,g/L,0.5,-0.0098,3.29,3.0594354136106245,0.2305645863893755,7.0080421394946955
Urea,g/L,0.5,-0.0096,3.3,3.0582415552809676,0.24175844471903218,7.3260134763343085
Urea,g/L,0.5,-0.0095,3.3,3.0579578462650225,0.24204215373497728,7.334610719241737
Urea,g/L,0.5,-0.0094,3.31,3.057894958109687,0.25210504189031324,7.6164665223659584
Urea,g/L,0.5,-0.0093,3.31,3.058062032828344,0.25193796717165595,7.611418947784168
Urea,g/L,0.5,-0.0091,3.32,3.059123184710625,0.2608768152893748,7.8577354002823725
Urea,g/L,0.5,-0.009,3.32,3.0600360916704687,0.2599639083295311,7.830238202696719
Urea,g/L,0.5,-0.0089,3.32,3.0612166210967464,0.2587833789032534,7.794680087447392
Urea,g/L,0.5,-0.0088,3.33,3.0626744607722975,0.2673255392277025,8.027793970801877
Urea,g/L,0.5,-0.0086,3.33,3.0664613677720425,0.2635386322279576,7.914073039878606
Urea,g/L,0.5,-0.0085,3.34,3.068810356431371,0.27118964356862874,8.11945040624637
Urea,g/L,0.5,-0.0084,3.34,3.071476498010247,0.26852350198975294,8.039625808076435
Urea,g/L,0.5,-0.0082,3.33,3.077801283289724,0.25219871671027594,7.573535036344622
Urea,g/L,0.5,-0.0081,3.35,3.0814807215565962,0.26851927844340384,8.015500849056831
Urea,g/L,0.5,-0.008,3.35,3.0855189018755533,0.26448109812444676,7.8949581529685595
Urea,g/L,0.5,-0.0079,3.35,3.089926494414462,0.2600735055855381,7.763388226433973
Urea,g/L,0.5,-0.0077,3.35,3.099893142593042,0.25010685740695804,7.46587634050621
Urea,g/L,0.5,-0.0076,3.36,3.105474084337899,0.2545259156621009,7.575176061372052
Urea,g/L,0.5,-0.0075,3.36,3.1114682105130758,0.24853178948692412,7.3967794490155985
Urea,g/L,0.5,-0.0073,3.36,3.12474098905757,0.23525901094242974,7.0017562780485045
Urea,g/L,0.5,-0.0072,3.37,3.132042400763205,0.23795759923679505,7.061056357174928
Urea,g/L,0.5,-0.0071,3.37,3.1398025155717955,0.23019748442820465,6.830785888077289
Urea,g/L,0.5,-0.0069,3.38,3.156745573863288,0.22325442613671198,6.605160536589112
Urea,g/L,0.5,-0.0068,3.39,3.165952149913639,0.22404785008636097,6.609081123491474
Urea,g/L,0.5,-0.0067,3.39,3.1756646942018474,0.21433530579815274,6.322575392275892
Urea,g/L,0.5,-0.0066,3.4,3.185895295896367,0.21410470410363303,6.297197179518618
Urea,g/L,0.5,-0.0064,3.41,3.207959573947611,0.20204042605238914,5.924939180421969
Urea,g/L,0.5,-0.0063,3.42,3.2198179744107023,0.20018202558929765,5.853275602026247
Urea,g/L,0.5,-0.0062,3.43,3.232243880492836,0.1977561195071642,5.765484533736565
Urea,g/L,0.5,-0.006,3.44,3.258848858419773,0.18115114158022694,5.266021557564737
Urea,g/L,0.5,-0.0059,3.44,3.273053527602074,0.16694647239792593,4.853095127846684
Urea,g/L,0.5,-0.0058,3.45,3.287876897078414,0.16212310292158616,4.699220374538729
Urea,g/L,0.5,-0.0056,3.46,3.31943213228102,0.1405678677189801,4.0626551363867085
Urea,g/L,0.5,-0.0055,3.47,3.336190468575917,0.13380953142408325,3.8561824617891425
Urea,g/L,0.5,-0.0054,3.48,3.353620446302116,0.126379553697884,3.6315963706288508
Urea,g/L,0.5,-0.0052,3.48,3.3905494678784924,0.08945053212150755,2.570417589698493
Urea,g/L,0.5,-0.0051,3.49,3.4100758555284334,0.07992414447156682,2.2900900994718287
Urea,g/L,0.5,-0.005,3.49,3.430328572209204,0.05967142779079637,1.7097830312549103
Urea,g/L,0.5,-0.0048,3.5,3.473068880955571,0.026931119044428797,0.7694605441265371
Urea,g/L,0.5,-0.0047,3.5,3.4955846900520644,0.004415309947935597,0.12615171279815993
Urea,g/L,0.5,-0.0046,3.51,3.5188832622411796,-0.008883262241179857,0.2530843943356085
Urea,g/L,0.5,-0.0044,3.52,3.5678863306518815,-0.047886330651881526,1.3604071207920887
