Reactivo,Unidad,Concentracion de reactivo,Concentracion de titulante,pH,pH_predicho,Error_abs,Error_pct
Melaza,%,10.0,-0.8239,3.08,3.0988803517083685,-0.018880351708368437,0.6129984320898842
Melaza,%,10.0,-0.8206,3.09,3.1067130242155603,-0.016713024215560424,0.5408745700828615
Melaza,%,10.0,-0.8172,3.1,3.114700601123902,-0.014700601123901702,0.4742129394807001
Melaza,%,10.0,-0.8138,3.11,3.122606106063367,-0.012606106063367317,0.4053410309764411
Melaza,%,10.0,-0.8104,3.12,3.130431154952257,-0.010431154952256882,0.3343318894954129
Melaza,%,10.0,-0.807,3.12,3.1381773557192805,-0.018177355719280364,0.5826075551051398
Melaza,%,10.0,-0.8036,3.13,3.145846308303925,-0.015846308303925305,0.5062718307963356
Melaza,%,10.0,-0.8002,3.14,3.153439604655981,-0.013439604655980819,0.42801288713314706
Melaza,%,10.0,-0.7967,3.15,3.1611788772076483,-0.01117887720764843,0.35488499071899776
Melaza,%,10.0,-0.7933,3.16,3.168623496517627,-0.00862349651762706,0.27289545941857785
Melaza,%,10.0,-0.7898,3.16,3.176213051068048,-0.016213051068048046,0.5130712363306343
Melaza,%,10.0,-0.7863,3.17,3.1837291937288104,-0.01372919372881043,0.4330975939687833
Melaza,%,10.0,-0.7829,3.18,3.190961898984236,-0.01096189898423594,0.34471380453572137
Melaza,%,10.0,-0.7794,3.19,3.1983382637563995,-0.008338263756399567,0.26138757857051936
Melaza,%,10.0,-0.7758,3.2,3.2058540292145086,-0.005854029214508394,0.1829384129533873
Melaza,%,10.0,-0.7723,3.21,3.2130933582995116,-0.0030933582995116282,0.09636630216547129
Melaza,%,10.0,-0.7688,3.22,3.2202676476278373,-0.0002676476278371531,0.008312038131588605
Melaza,%,10.0,-0.7652,3.21,3.2275807980228866,-0.01758079802288659,0.5476884119279312
Melaza,%,10.0,-0.7617,3.23,3.2346282009959086,-0.00462820099590866,0.14328795652967988
Melaza,%,10.0,-0.7581,3.24,3.2418142974696753,-0.0018142974696750969,0.05599683548379929
Melaza,%,10.0,-0.7545,3.24,3.248938597224724,-0.008938597224723566,0.2758826303927026
Melaza,%,10.0,-0.7509,3.25,3.256002853311829,-0.006002853311828815,0.18470317882550202
Melaza,%,10.0,-0.7473,3.25,3.2630088087400413,-0.013008808740041289,0.4002710381551166
Melaza,%,10.0,-0.7436,3.26,3.2701504441857114,-0.010150444185711649,0.31136331858011196
Melaza,%,10.0,-0.74,3.27,3.277043488187063,-0.007043488187063129,0.21539719226492748
Melaza,%,10.0,-0.7363,3.27,3.284072705305343,-0.014072705305343103,0.4303579604080459
Melaza,%,10.0,-0.7327,3.28,3.2908598799085507,-0.010859879908550862,0.33109389965094094
Melaza,%,10.0,-0.729,3.29,3.2977838733127367,-0.007783873312736667,0.236591894004154
Melaza,%,10.0,-0.7253,3.3,3.3046572541164085,-0.0046572541164087156,0.14112891261844593
Melaza,%,10.0,-0.7216,3.31,3.3114818372765438,-0.0014818372765437182,0.04476849778077699
Melaza,%,10.0,-0.7179,3.31,3.318259426545074,-0.008259426545074167,0.2495295028723313
Melaza,%,10.0,-0.7141,3.32,3.325173160291625,-0.005173160291624956,0.15581808107304085
Melaza,%,10.0,-0.7104,3.33,3.3318609793170797,-0.0018609793170796252,0.05588526477716592
Melaza,%,10.0,-0.7066,3.34,3.338686262776436,0.001313737223563649,0.03933344980729488
Melaza,%,10.0,-0.7028,3.35,3.345469569792419,0.004530430207581038,0.13523672261435934
Melaza,%,10.0,-0.699,3.35,3.3522127928439556,-0.00221279284395548,0.06605351773001433
Melaza,%,10.0,-0.6952,3.36,3.3589178119437637,0.0010821880562361663,0.032207977864171615
Melaza,%,10.0,-0.6914,3.37,3.3655864946381637,0.004413505361836378,0.13096455079633168
Melaza,%,10.0,-0.6876,3.38,3.372220696007142,0.007779303992857756,0.23015692286561407
Melaza,%,10.0,-0.6837,3.39,3.3789955599601615,0.011004440039838581,0.32461475043771626
Melaza,%,10.0,-0.6798,3.4,3.385738023004185,0.014261976995814774,0.419469911641611
Melaza,%,10.0,-0.676,3.41,3.3922783104929213,0.017721689507078864,0.519697639503779
Melaza,%,10.0,-0.6721,3.41,3.3989625574192903,0.011037442580709822,0.32367866805600654
Melaza,%,10.0,-0.6682,3.42,3.4056202058332747,0.01437979416672519,0.4204618177405027
Melaza,%,10.0,-0.6642,3.42,3.4124229478150223,0.007577052184977617,0.22155123347887773
Melaza,%,10.0,-0.6603,3.43,3.419032596583909,0.010967403416091148,0.3197493707315203
Melaza,%,10.0,-0.6563,3.44,3.425790110964682,0.014209889035317946,0.4130781696313357
Melaza,%,10.0,-0.6524,3.45,3.432359536937854,0.01764046306214606,0.5113177699172771
Melaza,%,10.0,-0.6484,3.46,3.4390797410192686,0.020920258980731354,0.6046317624488831
Melaza,%,10.0,-0.6444,3.46,3.4457840355007985,0.014215964499201483,0.4108660259884822
Melaza,%,10.0,-0.6404,3.47,3.4524744046011175,0.017525595398882654,0.5050603861349467
Melaza,%,10.0,-0.6364,3.47,3.4591528172332655,0.010847182766734687,0.3125989269952359
Melaza,%,10.0,-0.6323,3.48,3.465987825883401,0.014012174116599052,0.40264868151146704
Melaza,%,10.0,-0.6282,3.49,3.472814412344233,0.017185587655767165,0.49242371506496174
Melaza,%,10.0,-0.6242,3.5,3.4794683591235884,0.020531640876411572,0.5866183107546163
Melaza,%,10.0,-0.6201,3.51,3.4862843755763375,0.023715624423662263,0.6756588154889533
Melaza,%,10.0,-0.616,3.52,3.4930980804068508,0.02690191959314925,0.7642590793508309
Melaza,%,10.0,-0.6118,3.52,3.5000776876699593,0.019922312330040715,0.5659747821034294
Melaza,%,10.0,-0.6077,3.53,3.5068928788907723,0.023107121109227524,0.6545926659837825
Melaza,%,10.0,-0.6035,3.54,3.513878194910122,0.02612180508987816,0.7379040985841288
Melaza,%,10.0,-0.5994,3.55,3.5207030105084183,0.02929698949158155,0.8252673096220156
Melaza,%,10.0,-0.5952,3.55,3.527702299969759,0.022297700030240897,0.6281042262039689
Melaza,%,10.0,-0.591,3.56,3.534711763822953,0.025288236177047008,0.710343712838399
Melaza,%,10.0,-0.5868,3.57,3.541733462958211,0.02826653704178872,0.791779749069712
Melaza,%,10.0,-0.5825,3.58,3.548937153611339,0.03106284638866086,0.867677273426281
Melaza,%,10.0,-0.5783,3.59,3.555989844203511,0.03401015579648892,0.9473581001807498
Melaza,%,10.0,-0.574,3.6,3.563229486907355,0.03677051309264501,1.0214031414623614
Melaza,%,10.0,-0.5697,3.6,3.570490498831875,0.02950950116812523,0.8197083657812564
Melaza,%,10.0,-0.5654,3.61,3.5777749905956338,0.03222500940436612,0.8926595402871502
Melaza,%,10.0,-0.5611,3.62,3.5850850523773214,0.03491494762267866,0.9645013155436094
Melaza,%,10.0,-0.5567,3.63,3.592593743488843,0.03740625651115703,1.0304753859822875
Melaza,%,10.0,-0.5524,3.64,3.5999618487453677,0.04003815125463239,1.0999492102920987
Melaza,%,10.0,-0.548,3.64,3.607534202960027,0.03246579703997332,0.891917501098168
Melaza,%,10.0,-0.5436,3.65,3.615141967621353,0.03485803237864671,0.9550145857163482
Melaza,%,10.0,-0.5392,3.65,3.6227872713822418,0.027212728617758142,0.7455542087057025
Melaza,%,10.0,-0.5348,3.66,3.630472220487034,0.029527779512966035,0.8067699320482523
Melaza,%,10.0,-0.5303,3.66,3.6383750062647398,0.02162499373526039,0.5908468233677702
Melaza,%,10.0,-0.5259,3.67,3.6461464941792077,0.023853505820792265,0.649959286670089
Melaza,%,10.0,-0.5214,3.67,3.654142074158928,0.015857925841071818,0.4320960719638098
Melaza,%,10.0,-0.5169,3.69,3.662187795148224,0.027812204851775935,0.7537182886660145
Melaza,%,10.0,-0.5124,3.69,3.6702857890682523,0.019714210931747633,0.5342604588549493
Melaza,%,10.0,-0.5078,3.7,3.6786199608423935,0.021380039157606667,0.5778388961515315
Melaza,%,10.0,-0.5033,3.71,3.686830076530871,0.02316992346912894,0.6245262390600792
Melaza,%,10.0,-0.4987,3.72,3.6952831886043764,0.02471681139562376,0.6644304138608538
Melaza,%,10.0,-0.4941,3.73,3.703799671153762,0.02620032884623802,0.7024216848857378
Melaza,%,10.0,-0.4895,3.74,3.712381669019136,0.027618330980864414,0.7384580476166955
Melaza,%,10.0,-0.4849,3.75,3.721031300271312,0.028968699728688208,0.7724986594316855
Melaza,%,10.0,-0.4802,3.75,3.729940997281373,0.020059002718626928,0.5349067391633847
Melaza,%,10.0,-0.4755,3.76,3.7389256851506545,0.0210743148493453,0.5604870970570558
Melaza,%,10.0,-0.4708,3.77,3.747987536518959,0.0220124634810408,0.5838849729719044
Melaza,%,10.0,-0.4661,3.78,3.7571286948520797,0.02287130514792013,0.6050609827492097
Melaza,%,10.0,-0.4614,3.79,3.766351274441945,0.023648725558055084,0.6239769276531684
Melaza,%,10.0,-0.4567,3.8,3.7756573604064307,0.024342639593569082,0.6405957787781338
Melaza,%,10.0,-0.4519,3.81,3.7852497754861485,0.02475022451385156,0.6496121919646078
Melaza,%,10.0,-0.4471,3.82,3.794933591038477,0.02506640896152268,0.6561887162702272
Melaza,%,10.0,-0.4423,3.83,3.804710933905902,0.02528906609409809,0.6602889319607856
Melaza,%,10.0,-0.4375,3.83,3.814583899193778,0.015416100806222133,0.4025091594313873
Melaza,%,10.0,-0.4326,3.84,3.824763325535235,0.015236674464764732,0.3967883975199149
Melaza,%,10.0,-0.4278,3.85,3.834835792853694,0.015164207146306286,0.3938755102936698
Melaza,%,10.0,-0.4229,3.86,3.8452230780706547,0.01477692192934521,0.3828218116410676
Melaza,%,10.0,-0.418,3.86,3.8557184986127115,0.004281501387288333,0.11091972505928324
Melaza,%,10.0,-0.413,3.87,3.866541715431646,0.003458284568353953,0.0893613583553993
Melaza,%,10.0,-0.4081,3.88,3.877261857815295,0.002738142184704806,0.07057067486352593
Melaza,%,10.0,-0.4031,3.99,3.8883185603653967,0.10168143963460352,2.5484070083860533
Melaza,%,10.0,-0.3981,3.9,3.8994962962060438,0.0005037037939561451,0.012915481896311412
Melaza,%,10.0,-0.3931,3.91,3.91079710382059,-0.0007971038205898395,0.02038628697160715
Melaza,%,10.0,-0.3881,3.91,3.9222229843258667,-0.012222984325866548,0.3126082947791956
Melaza,%,10.0,-0.383,3.92,3.9340082688818434,-0.014008268881843478,0.35735379800621114
Melaza,%,10.0,-0.3779,3.93,3.9459277661250987,-0.015927766125098497,0.4052866698498346
Melaza,%,10.0,-0.3728,3.94,3.9579834795057973,-0.017983479505797373,0.4564334899948572
Melaza,%,10.0,-0.3677,3.95,3.9701773720273117,-0.020177372027311513,0.5108195449952282
Melaza,%,10.0,-0.3626,3.96,3.982511366246155,-0.022511366246154907,0.5684688445998713
Melaza,%,10.0,-0.3574,3.96,3.9952334030443932,-0.03523340304439326,0.8897324001109409
Melaza,%,10.0,-0.3522,3.97,4.008104997805156,-0.03810499780515597,0.9598236222961201
Melaza,%,10.0,-0.347,3.98,4.021128058528482,-0.04112805852848167,1.0333683047357203
Melaza,%,10.0,-0.3418,3.99,4.0343044495006835,-0.04430444950068324,1.1103872055309083
Melaza,%,10.0,-0.3365,4.0,4.047893899413604,-0.047893899413604224,1.1973474853401056
Melaza,%,10.0,-0.3312,4.01,4.061646405627748,-0.05164640562774814,1.2879402899687815
Melaza,%,10.0,-0.3259,4.01,4.075563801877668,-0.0655638018776683,1.635007528121404
Melaza,%,10.0,-0.3206,4.02,4.089647874723414,-0.06964787472341438,1.7325341970998605
Melaza,%,10.0,-0.3152,4.03,4.104170908262791,-0.07417090826279082,1.8404691876623032
Melaza,%,10.0,-0.3098,4.06,4.1188705622484445,-0.05887056224844489,1.4500138484838645
Melaza,%,10.0,-0.3044,4.07,4.133748575187986,-0.0637485751879856,1.5663040586728647
Melaza,%,10.0,-0.299,4.09,4.148806634752148,-0.05880663475214831,1.4378150306148731
Melaza,%,10.0,-0.2936,4.11,4.164046377774761,-0.0540463777747604,1.314997026149888
Melaza,%,10.0,-0.2881,4.13,4.179756739779431,-0.04975673977943096,1.2047636750467545
Melaza,%,10.0,-0.2826,4.14,4.195658843220929,-0.05565884322092973,1.3444165029210082
Melaza,%,10.0,-0.2771,4.15,4.211754254929297,-0.06175425492929687,1.4880543356457074
Melaza,%,10.0,-0.2715,4.17,4.228342485519115,-0.05834248551911525,1.3991003721610373
Melaza,%,10.0,-0.266,4.19,4.244832577254082,-0.054832577254081194,1.30865339508547
Melaza,%,10.0,-0.2604,4.21,4.261825627460302,-0.05182562746030239,1.2310125287482754
Melaza,%,10.0,-0.2547,4.23,4.279334075654797,-0.049334075654796194,1.166290204605111
Melaza,%,10.0,-0.2491,4.25,4.296744972632933,-0.04674497263293276,1.0998817090101825
Melaza,%,10.0,-0.2434,4.26,4.314681489818593,-0.05468148981859322,1.2836030473848175
Melaza,%,10.0,-0.2377,4.29,4.33283592162508,-0.04283592162507954,0.9985063315869357
Melaza,%,10.0,-0.232,4.31,4.351209516071865,-0.041209516071865515,0.9561372638483879
Melaza,%,10.0,-0.2262,4.33,4.370131641186567,-0.04013164118656665,0.9268277410292527
Melaza,%,10.0,-0.2205,4.35,4.388950947590656,-0.038950947590656426,0.895424082543826
Melaza,%,10.0,-0.2147,4.37,4.408328860095175,-0.038328860095174555,0.8770906200268778
Melaza,%,10.0,-0.2088,4.4,4.428278371245362,-0.02827837124536181,0.6426902555764048
Melaza,%,10.0,-0.203,4.42,4.448124219448599,-0.028124219448598886,0.6362945576606083
Melaza,%,10.0,-0.1971,4.45,4.468551689393619,-0.018551689393619064,0.41689189648582164
Melaza,%,10.0,-0.1912,4.46,4.489221539323821,-0.029221539323820878,0.6551914646596609
Melaza,%,10.0,-0.1852,4.47,4.51049114222967,-0.040491142229670096,0.9058421080463109
Melaza,%,10.0,-0.1793,4.5,4.531652263104986,-0.031652263104986034,0.7033836245552452
Melaza,%,10.0,-0.1733,4.54,4.553422921101039,-0.013422921101039265,0.29565905508897056
Melaza,%,10.0,-0.1672,4.57,4.575816406312542,-0.0058164063125420995,0.12727366110595403
Melaza,%,10.0,-0.1612,4.58,4.5980990615238735,-0.018099061523873416,0.3951760158050964
Melaza,%,10.0,-0.1551,4.6,4.621014128716505,-0.0210141287165051,0.45682888514141523
Melaza,%,10.0,-0.149,4.61,4.644192796453735,-0.034192796453734964,0.741709250623318
Melaza,%,10.0,-0.1428,4.65,4.668021898560039,-0.018021898560038885,0.3875677109685781
Melaza,%,10.0,-0.1367,4.71,4.691733002871951,0.018266997128049134,0.38783433392885636
Melaza,%,10.0,-0.1305,4.71,4.716103690186529,-0.006103690186528787,0.129590025191694
Melaza,%,10.0,-0.1242,4.74,4.741147257440564,-0.0011472574405635427,0.024203743471804696
Melaza,%,10.0,-0.118,4.77,4.766068663791009,0.003931336208990999,0.08241794987402513
Melaza,%,10.0,-0.1117,4.8,4.7916717262575075,0.008328273742492343,0.17350570296859047
Melaza,%,10.0,-0.1054,4.83,4.817556530836422,0.012443469163578413,0.2576287611506918
Melaza,%,10.0,-0.099,4.85,4.844140393977117,0.005859606022882602,0.12081661902850728
Melaza,%,10.0,-0.0927,4.88,4.870592181685693,0.009407818314306482,0.19278316217841152
Melaza,%,10.0,-0.0862,4.91,4.898177791713427,0.011822208286573321,0.24077817284263384
Melaza,%,10.0,-0.0798,4.94,4.92563022194481,0.014369778055190352,0.29088619544919736
Melaza,%,10.0,-0.0733,4.98,4.953806634139046,0.02619336586095411,0.5259712020271909
Melaza,%,10.0,-0.0668,5.01,4.982279533102113,0.027720466897886986,0.5533027324927543
Melaza,%,10.0,-0.0603,5.05,5.011047970115692,0.03895202988430757,0.7713273244417341
Melaza,%,10.0,-0.0537,5.08,5.040560305719661,0.03943969428033878,0.7763719346523381
Melaza,%,10.0,-0.0471,5.12,5.0703750368609395,0.04962496313906062,0.9692375613097777
Melaza,%,10.0,-0.0405,5.16,5.100490832604872,0.05950916739512824,1.1532784378900822
Melaza,%,10.0,-0.0338,5.2,5.131369384547806,0.06863061545219384,1.3198195279268048
Melaza,%,10.0,-0.0271,5.24,5.162555073992709,0.07744492600729114,1.4779566031925788
Melaza,%,10.0,-0.0204,5.28,5.194046149853732,0.085953850146268,1.627913828527803
Melaza,%,10.0,-0.0136,5.33,5.22631757555842,0.10368242444157971,1.9452612465587187
Melaza,%,10.0,-0.0068,5.37,5.258899560050657,0.11110043994934315,2.0689094962633736
Melaza,%,10.0,0.0,5.42,5.291789891985544,0.1282101080144562,2.365500147868196
Melaza,%,10.0,0.0143,5.47,5.3619517604774405,0.10804823952255926,1.9752877426427655
Melaza,%,10.0,0.0286,5.51,5.433443148237394,0.0765568517626054,1.389416547415706
Melaza,%,10.0,0.0428,5.57,5.505724440879971,0.06427555912002969,1.1539597687617538
Melaza,%,10.0,0.0569,5.62,5.578740792821501,0.0412592071784994,0.7341495939234769
Melaza,%,10.0,0.071,5.66,5.652966986355828,0.007033013644171859,0.12425819159314237
Melaza,%,10.0,0.085,5.72,5.727832033055453,-0.007832033055453103,0.1369236548156137
Melaza,%,10.0,0.0989,5.78,5.803277652874377,-0.023277652874376997,0.40272755838022484
Melaza,%,10.0,0.1127,5.83,5.879244959105379,-0.04924495910537896,0.8446819743632754
Melaza,%,10.0,0.1265,5.9,5.956236089347471,-0.05623608934747093,0.9531540567367954
Melaza,%,10.0,0.1402,5.97,6.033643676144008,-0.06364367614400823,1.0660582268678096
Melaza,%,10.0,0.1539,6.04,6.111981837086606,-0.07198183708660633,1.1917522696458
Melaza,%,10.0,0.1675,6.1,6.190626905543741,-0.09062690554374164,1.4856869761269123
Melaza,%,10.0,0.181,6.18,6.269516661360783,-0.08951666136078362,1.4484896660320976
Melaza,%,10.0,0.1944,6.27,6.348588948292326,-0.07858894829232632,1.2534122534661296
Melaza,%,10.0,0.2078,6.36,6.428379784492824,-0.06837978449282378,1.075153844226789
Melaza,%,10.0,0.2212,6.44,6.508841852161526,-0.06884185216152527,1.0689728596510135
Melaza,%,10.0,0.2344,6.53,6.588711370247145,-0.05871137024714468,0.899102147735753
Melaza,%,10.0,0.2476,6.62,6.669135548798577,-0.049135548798576956,0.7422288338153619
Melaza,%,10.0,0.2607,6.7,6.749448814480864,-0.04944881448086402,0.7380420071770749
Melaza,%,10.0,0.2738,6.78,6.83020707861224,-0.05020707861223972,0.7405173836613528
Melaza,%,10.0,0.2868,6.89,6.910736425529916,-0.020736425529916502,0.3009640860655516
Melaza,%,10.0,0.2998,7.01,6.991598102839809,0.018401897160190472,0.2625092319570681
Melaza,%,10.0,0.3126,7.11,7.0714866922331066,0.03851330776689377,0.541678027663766
Melaza,%,10.0,0.3255,7.2,7.152215921487743,0.04778407851225719,0.6636677571146832
Melaza,%,10.0,0.3382,7.29,7.2318502689602555,0.05814973103974452,0.797664348967689
Melaza,%,10.0,0.3509,7.37,7.311583541397025,0.058416458602975396,0.7926249471231397
Melaza,%,10.0,0.3636,7.47,7.391357888114541,0.07864211188545855,1.0527725821346527
Melaza,%,10.0,0.3762,7.57,7.4704861317006825,0.09951386829931774,1.3145821439804193
Melaza,%,10.0,0.3887,7.62,7.548909884122225,0.0710901158777748,0.932941153251638
Melaza,%,10.0,0.4012,7.68,7.627197710075897,0.0528022899241023,0.6875298167200821
Melaza,%,10.0,0.4136,7.71,7.704664782393582,0.005335217606417864,0.06919867193797488
Melaza,%,10.0,0.4259,7.83,7.781255516913998,0.04874448308600243,0.6225349053129302
Melaza,%,10.0,0.4382,7.8,7.85753458321533,-0.05753458321532978,0.7376228617349972
Melaza,%,10.0,0.4505,7.85,7.933439691658231,-0.0834396916582314,1.0629260083851133
Melaza,%,10.0,0.4626,7.98,8.007683912529055,-0.027683912529054666,0.3469161971059482
Melaza,%,10.0,0.4748,8.11,8.08205012099748,0.027949879002520106,0.34463475958717765
Melaza,%,10.0,0.4868,8.23,8.15465300193212,0.07534699806788048,0.9155163799256436
Melaza,%,10.0,0.4989,8.36,8.227250235343151,0.1327497646568485,1.5879158451776139
Melaza,%,10.0,0.5108,8.38,8.297985842196448,0.08201415780355248,0.9786892339326071
Melaza,%,10.0,0.5227,8.4,8.368001195981057,0.031998804018943616,0.38093814308266205
Melaza,%,10.0,0.5346,8.43,8.437231355090896,-0.00723135509089623,0.0857811991802637
Melaza,%,10.0,0.5464,8.45,8.50503929942867,-0.05503929942867103,0.651352655960604
Melaza,%,10.0,0.5581,8.52,8.57138149208195,-0.05138149208195131,0.6030691558914473
Melaza,%,10.0,0.5698,8.57,8.636771064201065,-0.06677106420106504,0.7791256032796388
Melaza,%,10.0,0.5815,8.64,8.70114177418733,-0.06114177418732858,0.7076594234644511
Melaza,%,10.0,0.593,8.72,8.763353977972612,-0.04335397797261109,0.4971786464748978
Melaza,%,10.0,0.6046,8.84,8.82497796261419,0.015022037385810094,0.16993254961323637
Melaza,%,10.0,0.6161,8.86,8.884884694838538,-0.024884694838538834,0.2808656302318153
Melaza,%,10.0,0.6275,8.93,8.943038736188315,-0.013038736188315525,0.1460104836317528
Melaza,%,10.0,0.6389,9.0,8.999899801937795,0.00010019806220462613,0.0011133118022736235
