Reactivo,Unidad,Concentracion de reactivo,Concentracion de titulante,pH
CaCl2,g/L,5.00,0.00079,7.85
CaCl2,g/L,5.00,0.00084,8.05
CaCl2,g/L,5.00,0.00089,8.25
CaCl2,g/L,5.00,0.00094,8.39
CaCl2,g/L,5.00,0.00099,8.53
CaCl2,g/L,5.00,0.00104,8.69
CaCl2,g/L,5.00,0.00109,8.78
CaCl2,g/L,5.00,0.00114,8.84
CaCl2,g/L,5.00,0.00119,8.93
CaCl2,g/L,5.00,0.00123,9.00
EX. LEVADURA,g/L,1.00,-0.01478,3.00
EX. LEVADURA,g/L,1.00,-0.01429,3.02
EX. LEVADURA,g/L,1.00,-0.01381,3.05
EX. LEVADURA,g/L,1.00,-0.01332,3.06
EX. LEVADURA,g/L,1.00,-0.01283,3.07
EX. LEVADURA,g/L,1.00,-0.01235,3.09
EX. LEVADURA,g/L,1.00,-0.01186,3.12
EX. LEVADURA,g/L,1.00,-0.01137,3.15
EX. LEVADURA,g/L,1.00,-0.01088,3.18
EX. LEVADURA,g/L,1.00,-0.01039,3.22
EX. LEVADURA,g/L,1.00,-0.0099,3.26
EX. LEVADURA,g/L,1.00,-0.00941,3.29
EX. LEVADURA,g/L,1.00,-0.00892,3.33
EX. LEVADURA,g/L,1.00,-0.00843,3.38
EX. LEVADURA,g/L,1.00,-0.00794,3.44
EX. LEVADURA,g/L,1.00,-0.00744,3.50
EX. LEVADURA,g/L,1.00,-0.00695,3.62
EX. LEVADURA,g/L,1.00,-0.00646,3.69
EX. LEVADURA,g/L,1.00,-0.00596,3.74
EX. LEVADURA,g/L,1.00,-0.00547,3.83
EX. LEVADURA,g/L,1.00,-0.00498,3.87
EX. LEVADURA,g/L,1.00,-0.00448,3.98
EX. LEVADURA,g/L,1.00,-0.00398,4.06
EX. LEVADURA,g/L,1.00,-0.00349,4.16
EX. LEVADURA,g/L,1.00,-0.00299,4.28
EX. LEVADURA,g/L,1.00,-0.00249,4.42
EX. LEVADURA,g/L,1.00,-0.002,4.60
EX. LEVADURA,g/L,1.00,-0.0015,4.80
EX. LEVADURA,g/L,1.00,-0.001,5.07
EX. LEVADURA,g/L,1.00,-0.0005,5.41
EX. LEVADURA,g/L,1.00,0,5.70
EX. LEVADURA,g/L,1.00,0.0005,6.01
EX. LEVADURA,g/L,1.00,0.001,6.36
EX. LEVADURA,g/L,1.00,0.0015,6.83
EX. LEVADURA,g/L,1.00,0.002,7.16
EX. LEVADURA,g/L,1.00,0.00249,7.44
EX. LEVADURA,g/L,1.00,0.00299,7.72
EX. LEVADURA,g/L,1.00,0.00349,7.95
EX. LEVADURA,g/L,1.00,0.00398,8.08
EX. LEVADURA,g/L,1.00,0.00448,8.17
EX. LEVADURA,g/L,1.00,0.00498,8.28
EX. LEVADURA,g/L,1.00,0.00547,8.42
EX. LEVADURA,g/L,1.00,0.00596,8.53
EX. LEVADURA,g/L,1.00,0.00646,8.63
EX. LEVADURA,g/L,1.00,0.00695,8.71
EX. LEVADURA,g/L,1.00,0.00744,8.85
EX. LEVADURA,g/L,1.00,0.00794,8.93
EX. LEVADURA,g/L,1.00,0.00843,9.00
EX. LEVADURA,g/L,3.00,-0.04762,3.00
EX. LEVADURA,g/L,3.00,-0.04717,3.01
EX. LEVADURA,g/L,3.00,-0.04671,3.01
EX. LEVADURA,g/L,3.00,-0.04626,3.02
EX. LEVADURA,g/L,3.00,-0.0458,3.03
EX. LEVADURA,g/L,3.00,-0.04535,3.04
EX. LEVADURA,g/L,3.00,-0.04489,3.05
EX. LEVADURA,g/L,3.00,-0.04443,3.07
EX. LEVADURA,g/L,3.00,-0.04398,3.08
EX. LEVADURA,g/L,3.00,-0.04352,3.09
EX. LEVADURA,g/L,3.00,-0.04306,3.10
EX. LEVADURA,g/L,3.00,-0.0426,3.11
EX. LEVADURA,g/L,3.00,-0.04215,3.12
EX. LEVADURA,g/L,3.00,-0.04169,3.13
EX. LEVADURA,g/L,3.00,-0.04123,3.15
EX. LEVADURA,g/L,3.00,-0.04077,3.16
EX. LEVADURA,g/L,3.00,-0.04031,3.18
EX. LEVADURA,g/L,3.00,-0.03985,3.19
EX. LEVADURA,g/L,3.00,-0.03939,3.21
EX. LEVADURA,g/L,3.00,-0.03892,3.22
EX. LEVADURA,g/L,3.00,-0.03846,3.23
EX. LEVADURA,g/L,3.00,-0.038,3.25
EX. LEVADURA,g/L,3.00,-0.03754,3.27
EX. LEVADURA,g/L,3.00,-0.03707,3.28
EX. LEVADURA,g/L,3.00,-0.03661,3.29
EX. LEVADURA,g/L,3.00,-0.03614,3.30
EX. LEVADURA,g/L,3.00,-0.03568,3.32
EX. LEVADURA,g/L,3.00,-0.03521,3.35
EX. LEVADURA,g/L,3.00,-0.03475,3.38
EX. LEVADURA,g/L,3.00,-0.03428,3.40
EX. LEVADURA,g/L,3.00,-0.03382,3.42
EX. LEVADURA,g/L,3.00,-0.03335,3.45
EX. LEVADURA,g/L,3.00,-0.03288,3.47
EX. LEVADURA,g/L,3.00,-0.03241,3.50
EX. LEVADURA,g/L,3.00,-0.03195,3.52
EX. LEVADURA,g/L,3.00,-0.03148,3.55
EX. LEVADURA,g/L,3.00,-0.03101,3.56
EX. LEVADURA,g/L,3.00,-0.03054,3.58
EX. LEVADURA,g/L,3.00,-0.03007,3.61
EX. LEVADURA,g/L,3.00,-0.0296,3.64
EX. LEVADURA,g/L,3.00,-0.02913,3.67
EX. LEVADURA,g/L,3.00,-0.02865,3.71
EX. LEVADURA,g/L,3.00,-0.02818,3.74
EX. LEVADURA,g/L,3.00,-0.02771,3.75
EX. LEVADURA,g/L,3.00,-0.02724,3.76
EX. LEVADURA,g/L,3.00,-0.02676,3.78
EX. LEVADURA,g/L,3.00,-0.02629,3.80
EX. LEVADURA,g/L,3.00,-0.02582,3.81
EX. LEVADURA,g/L,3.00,-0.02534,3.84
EX. LEVADURA,g/L,3.00,-0.02487,3.87
EX. LEVADURA,g/L,3.00,-0.02439,3.91
EX. LEVADURA,g/L,3.00,-0.02391,3.92
EX. LEVADURA,g/L,3.00,-0.02344,3.94
EX. LEVADURA,g/L,3.00,-0.02296,3.96
EX. LEVADURA,g/L,3.00,-0.02248,3.99
EX. LEVADURA,g/L,3.00,-0.022,4.01
EX. LEVADURA,g/L,3.00,-0.02153,4.03
EX. LEVADURA,g/L,3.00,-0.02105,4.06
EX. LEVADURA,g/L,3.00,-0.02057,4.08
EX. LEVADURA,g/L,3.00,-0.02009,4.11
EX. LEVADURA,g/L,3.00,-0.01961,4.13
EX. LEVADURA,g/L,3.00,-0.01913,4.15
EX. LEVADURA,g/L,3.00,-0.01865,4.18
EX. LEVADURA,g/L,3.00,-0.01816,4.22
EX. LEVADURA,g/L,3.00,-0.01768,4.24
EX. LEVADURA,g/L,3.00,-0.0172,4.26
EX. LEVADURA,g/L,3.00,-0.01672,4.29
EX. LEVADURA,g/L,3.00,-0.01623,4.31
EX. LEVADURA,g/L,3.00,-0.01575,4.35
EX. LEVADURA,g/L,3.00,-0.01526,4.38
EX. LEVADURA,g/L,3.00,-0.01478,4.40
EX. LEVADURA,g/L,3.00,-0.01429,4.43
EX. LEVADURA,g/L,3.00,-0.01381,4.46
EX. LEVADURA,g/L,3.00,-0.01332,4.48
EX. LEVADURA,g/L,3.00,-0.01283,4.51
EX. LEVADURA,g/L,3.00,-0.01235,4.53
EX. LEVADURA,g/L,3.00,-0.01186,4.57
EX. LEVADURA,g/L,3.00,-0.01137,4.60
EX. LEVADURA,g/L,3.00,-0.01088,4.62
EX. LEVADURA,g/L,3.00,-0.01039,4.66
EX. LEVADURA,g/L,3.00,-0.0099,4.69
EX. LEVADURA,g/L,3.00,-0.00941,4.72
EX. LEVADURA,g/L,3.00,-0.00892,4.78
EX. LEVADURA,g/L,3.00,-0.00843,4.81
EX. LEVADURA,g/L,3.00,-0.00794,4.85
EX. LEVADURA,g/L,3.00,-0.00744,4.90
EX. LEVADURA,g/L,3.00,-0.00695,4.97
EX. LEVADURA,g/L,3.00,-0.00646,5.01
EX. LEVADURA,g/L,3.00,-0.00596,5.04
EX. LEVADURA,g/L,3.00,-0.00547,5.09
EX. LEVADURA,g/L,3.00,-0.00498,5.16
EX. LEVADURA,g/L,3.00,-0.00448,5.23
EX. LEVADURA,g/L,3.00,-0.00398,5.29
EX. LEVADURA,g/L,3.00,-0.00349,5.34
EX. LEVADURA,g/L,3.00,-0.00299,5.41
EX. LEVADURA,g/L,3.00,-0.00249,5.46
EX. LEVADURA,g/L,3.00,-0.002,5.55
EX. LEVADURA,g/L,3.00,-0.0015,5.62
EX. LEVADURA,g/L,3.00,-0.001,5.70
EX. LEVADURA,g/L,3.00,-0.0005,5.77
EX. LEVADURA,g/L,3.00,0,5.84
EX. LEVADURA,g/L,3.00,0.0005,5.95
EX. LEVADURA,g/L,3.00,0.001,6.13
EX. LEVADURA,g/L,3.00,0.0015,6.29
EX. LEVADURA,g/L,3.00,0.002,6.39
EX. LEVADURA,g/L,3.00,0.00249,6.56
EX. LEVADURA,g/L,3.00,0.00299,6.64
EX. LEVADURA,g/L,3.00,0.00349,6.74
EX. LEVADURA,g/L,3.00,0.00398,6.92
EX. LEVADURA,g/L,3.00,0.00448,7.08
EX. LEVADURA,g/L,3.00,0.00498,7.25
EX. LEVADURA,g/L,3.00,0.00547,7.31
EX. LEVADURA,g/L,3.00,0.00596,7.46
EX. LEVADURA,g/L,3.00,0.00646,7.51
EX. LEVADURA,g/L,3.00,0.00695,7.66
EX. LEVADURA,g/L,3.00,0.00744,7.73
EX. LEVADURA,g/L,3.00,0.00794,7.84
EX. LEVADURA,g/L,3.00,0.00843,7.92
EX. LEVADURA,g/L,3.00,0.00892,8.01
EX. LEVADURA,g/L,3.00,0.00941,7.98
EX. LEVADURA,g/L,3.00,0.0099,8.08
EX. LEVADURA,g/L,3.00,0.01039,8.17
EX. LEVADURA,g/L,3.00,0.01088,8.22
EX. LEVADURA,g/L,3.00,0.01137,8.29
EX. LEVADURA,g/L,3.00,0.01186,8.33
EX. LEVADURA,g/L,3.00,0.01235,8.41
EX. LEVADURA,g/L,3.00,0.01283,8.44
EX. LEVADURA,g/L,3.00,0.01332,8.47
EX. LEVADURA,g/L,3.00,0.01381,8.50
EX. LEVADURA,g/L,3.00,0.01429,8.52
EX. LEVADURA,g/L,3.00,0.01478,8.58
EX. LEVADURA,g/L,3.00,0.01526,8.61
EX. LEVADURA,g/L,3.00,0.01575,8.64
EX. LEVADURA,g/L,3.00,0.01623,8.67
EX. LEVADURA,g/L,3.00,0.01672,8.69
EX. LEVADURA,g/L,3.00,0.0172,8.71
EX. LEVADURA,g/L,3.00,0.01768,8.75
EX. LEVADURA,g/L,3.00,0.01816,8.79
EX. LEVADURA,g/L,3.00,0.01865,8.82
EX. LEVADURA,g/L,3.00,0.01913,8.85
EX. LEVADURA,g/L,3.00,0.01961,8.88
EX. LEVADURA,g/L,3.00,0.02009,8.91
EX. LEVADURA,g/L,3.00,0.02057,8.94
EX. LEVADURA,g/L,3.00,0.02105,8.97
EX. LEVADURA,g/L,3.00,0.02153,9.00
EX. LEVADURA,g/L,5.00,-0.08509,3.00
EX. LEVADURA,g/L,5.00,-0.08467,3.01
EX. LEVADURA,g/L,5.00,-0.08425,3.02
EX. LEVADURA,g/L,5.00,-0.08383,3.03
EX. LEVADURA,g/L,5.00,-0.08341,3.04
EX. LEVADURA,g/L,5.00,-0.08299,3.05
EX. LEVADURA,g/L,5.00,-0.08257,3.05
EX. LEVADURA,g/L,5.00,-0.08215,3.06
EX. LEVADURA,g/L,5.00,-0.08173,3.06
EX. LEVADURA,g/L,5.00,-0.0813,3.07
EX. LEVADURA,g/L,5.00,-0.08088,3.07
EX. LEVADURA,g/L,5.00,-0.08046,3.08
EX. LEVADURA,g/L,5.00,-0.08004,3.08
EX. LEVADURA,g/L,5.00,-0.07961,3.08
EX. LEVADURA,g/L,5.00,-0.07919,3.09
EX. LEVADURA,g/L,5.00,-0.07877,3.10
EX. LEVADURA,g/L,5.00,-0.07834,3.11
EX. LEVADURA,g/L,5.00,-0.07792,3.12
EX. LEVADURA,g/L,5.00,-0.07749,3.13
EX. LEVADURA,g/L,5.00,-0.07707,3.14
EX. LEVADURA,g/L,5.00,-0.07664,3.14
EX. LEVADURA,g/L,5.00,-0.07621,3.15
EX. LEVADURA,g/L,5.00,-0.07579,3.16
EX. LEVADURA,g/L,5.00,-0.07536,3.16
EX. LEVADURA,g/L,5.00,-0.07493,3.17
EX. LEVADURA,g/L,5.00,-0.0745,3.18
EX. LEVADURA,g/L,5.00,-0.07407,3.19
EX. LEVADURA,g/L,5.00,-0.07365,3.20
EX. LEVADURA,g/L,5.00,-0.07322,3.20
EX. LEVADURA,g/L,5.00,-0.07279,3.21
EX. LEVADURA,g/L,5.00,-0.07236,3.21
EX. LEVADURA,g/L,5.00,-0.07193,3.22
EX. LEVADURA,g/L,5.00,-0.07149,3.23
EX. LEVADURA,g/L,5.00,-0.07106,3.24
EX. LEVADURA,g/L,5.00,-0.07063,3.25
EX. LEVADURA,g/L,5.00,-0.0702,3.26
EX. LEVADURA,g/L,5.00,-0.06977,3.27
EX. LEVADURA,g/L,5.00,-0.06933,3.27
EX. LEVADURA,g/L,5.00,-0.0689,3.28
EX. LEVADURA,g/L,5.00,-0.06847,3.29
EX. LEVADURA,g/L,5.00,-0.06803,3.30
EX. LEVADURA,g/L,5.00,-0.0676,3.31
EX. LEVADURA,g/L,5.00,-0.06716,3.32
EX. LEVADURA,g/L,5.00,-0.06673,3.33
EX. LEVADURA,g/L,5.00,-0.06629,3.33
EX. LEVADURA,g/L,5.00,-0.06586,3.34
EX. LEVADURA,g/L,5.00,-0.06542,3.34
EX. LEVADURA,g/L,5.00,-0.06498,3.35
EX. LEVADURA,g/L,5.00,-0.06455,3.36
EX. LEVADURA,g/L,5.00,-0.06411,3.37
EX. LEVADURA,g/L,5.00,-0.06367,3.37
EX. LEVADURA,g/L,5.00,-0.06323,3.38
EX. LEVADURA,g/L,5.00,-0.06279,3.39
EX. LEVADURA,g/L,5.00,-0.06235,3.40
EX. LEVADURA,g/L,5.00,-0.06191,3.40
EX. LEVADURA,g/L,5.00,-0.06147,3.41
EX. LEVADURA,g/L,5.00,-0.06103,3.42
EX. LEVADURA,g/L,5.00,-0.06059,3.43
EX. LEVADURA,g/L,5.00,-0.06015,3.44
EX. LEVADURA,g/L,5.00,-0.05971,3.44
EX. LEVADURA,g/L,5.00,-0.05927,3.45
EX. LEVADURA,g/L,5.00,-0.05882,3.45
EX. LEVADURA,g/L,5.00,-0.05838,3.47
EX. LEVADURA,g/L,5.00,-0.05794,3.49
EX. LEVADURA,g/L,5.00,-0.05749,3.50
EX. LEVADURA,g/L,5.00,-0.05705,3.51
EX. LEVADURA,g/L,5.00,-0.0566,3.52
EX. LEVADURA,g/L,5.00,-0.05616,3.53
EX. LEVADURA,g/L,5.00,-0.05571,3.54
EX. LEVADURA,g/L,5.00,-0.05527,3.55
EX. LEVADURA,g/L,5.00,-0.05482,3.56
EX. LEVADURA,g/L,5.00,-0.05437,3.57
EX. LEVADURA,g/L,5.00,-0.05393,3.58
EX. LEVADURA,g/L,5.00,-0.05348,3.59
EX. LEVADURA,g/L,5.00,-0.05303,3.59
EX. LEVADURA,g/L,5.00,-0.05258,3.60
EX. LEVADURA,g/L,5.00,-0.05213,3.61
EX. LEVADURA,g/L,5.00,-0.05168,3.62
EX. LEVADURA,g/L,5.00,-0.05123,3.63
EX. LEVADURA,g/L,5.00,-0.05078,3.64
EX. LEVADURA,g/L,5.00,-0.05033,3.65
EX. LEVADURA,g/L,5.00,-0.04988,3.66
EX. LEVADURA,g/L,5.00,-0.04943,3.67
EX. LEVADURA,g/L,5.00,-0.04898,3.68
EX. LEVADURA,g/L,5.00,-0.04853,3.68
EX. LEVADURA,g/L,5.00,-0.04807,3.70
EX. LEVADURA,g/L,5.00,-0.04762,3.71
EX. LEVADURA,g/L,5.00,-0.04717,3.72
EX. LEVADURA,g/L,5.00,-0.04671,3.73
EX. LEVADURA,g/L,5.00,-0.04626,3.75
EX. LEVADURA,g/L,5.00,-0.0458,3.76
EX. LEVADURA,g/L,5.00,-0.04535,3.77
EX. LEVADURA,g/L,5.00,-0.04489,3.78
EX. LEVADURA,g/L,5.00,-0.04443,3.80
EX. LEVADURA,g/L,5.00,-0.04398,3.82
EX. LEVADURA,g/L,5.00,-0.04352,3.83
EX. LEVADURA,g/L,5.00,-0.04306,3.84
EX. LEVADURA,g/L,5.00,-0.0426,3.85
EX. LEVADURA,g/L,5.00,-0.04215,3.86
EX. LEVADURA,g/L,5.00,-0.04169,3.87
EX. LEVADURA,g/L,5.00,-0.04123,3.88
EX. LEVADURA,g/L,5.00,-0.04077,3.90
EX. LEVADURA,g/L,5.00,-0.04031,3.91
EX. LEVADURA,g/L,5.00,-0.03985,3.92
EX. LEVADURA,g/L,5.00,-0.03939,3.93
EX. LEVADURA,g/L,5.00,-0.03892,3.94
EX. LEVADURA,g/L,5.00,-0.03846,3.95
EX. LEVADURA,g/L,5.00,-0.038,3.97
EX. LEVADURA,g/L,5.00,-0.03754,3.99
EX. LEVADURA,g/L,5.00,-0.03707,4.00
EX. LEVADURA,g/L,5.00,-0.03661,4.01
EX. LEVADURA,g/L,5.00,-0.03614,4.01
EX. LEVADURA,g/L,5.00,-0.03568,4.05
EX. LEVADURA,g/L,5.00,-0.03521,4.07
EX. LEVADURA,g/L,5.00,-0.03475,4.09
EX. LEVADURA,g/L,5.00,-0.03428,4.10
EX. LEVADURA,g/L,5.00,-0.03382,4.11
EX. LEVADURA,g/L,5.00,-0.03335,4.12
EX. LEVADURA,g/L,5.00,-0.03288,4.13
EX. LEVADURA,g/L,5.00,-0.03241,4.15
EX. LEVADURA,g/L,5.00,-0.03195,4.16
EX. LEVADURA,g/L,5.00,-0.03148,4.17
EX. LEVADURA,g/L,5.00,-0.03101,4.18
EX. LEVADURA,g/L,5.00,-0.03054,4.19
EX. LEVADURA,g/L,5.00,-0.03007,4.20
EX. LEVADURA,g/L,5.00,-0.0296,4.21
EX. LEVADURA,g/L,5.00,-0.02913,4.22
EX. LEVADURA,g/L,5.00,-0.02865,4.24
EX. LEVADURA,g/L,5.00,-0.02818,4.25
EX. LEVADURA,g/L,5.00,-0.02771,4.26
EX. LEVADURA,g/L,5.00,-0.02724,4.28
EX. LEVADURA,g/L,5.00,-0.02676,4.29
EX. LEVADURA,g/L,5.00,-0.02629,4.30
EX. LEVADURA,g/L,5.00,-0.02582,4.32
EX. LEVADURA,g/L,5.00,-0.02534,4.34
EX. LEVADURA,g/L,5.00,-0.02487,4.35
EX. LEVADURA,g/L,5.00,-0.02439,4.37
EX. LEVADURA,g/L,5.00,-0.02391,4.38
EX. LEVADURA,g/L,5.00,-0.02344,4.40
EX. LEVADURA,g/L,5.00,-0.02296,4.42
EX. LEVADURA,g/L,5.00,-0.02248,4.45
EX. LEVADURA,g/L,5.00,-0.022,4.47
EX. LEVADURA,g/L,5.00,-0.02153,4.48
EX. LEVADURA,g/L,5.00,-0.02105,4.50
EX. LEVADURA,g/L,5.00,-0.02057,4.53
EX. LEVADURA,g/L,5.00,-0.02009,4.54
EX. LEVADURA,g/L,5.00,-0.01961,4.55
EX. LEVADURA,g/L,5.00,-0.01913,4.57
EX. LEVADURA,g/L,5.00,-0.01865,4.59
EX. LEVADURA,g/L,5.00,-0.01816,4.61
EX. LEVADURA,g/L,5.00,-0.01768,4.62
EX. LEVADURA,g/L,5.00,-0.0172,4.64
EX. LEVADURA,g/L,5.00,-0.01672,4.65
EX. LEVADURA,g/L,5.00,-0.01623,4.68
EX. LEVADURA,g/L,5.00,-0.01575,4.69
EX. LEVADURA,g/L,5.00,-0.01526,4.70
EX. LEVADURA,g/L,5.00,-0.01478,4.74
EX. LEVADURA,g/L,5.00,-0.01429,4.78
EX. LEVADURA,g/L,5.00,-0.01381,4.81
EX. LEVADURA,g/L,5.00,-0.01332,4.85
EX. LEVADURA,g/L,5.00,-0.01283,4.88
EX. LEVADURA,g/L,5.00,-0.01235,4.90
EX. LEVADURA,g/L,5.00,-0.01186,4.92
EX. LEVADURA,g/L,5.00,-0.01137,4.95
EX. LEVADURA,g/L,5.00,-0.01088,4.97
EX. LEVADURA,g/L,5.00,-0.01039,5.01
EX. LEVADURA,g/L,5.00,-0.0099,5.04
EX. LEVADURA,g/L,5.00,-0.00941,5.08
EX. LEVADURA,g/L,5.00,-0.00892,5.11
EX. LEVADURA,g/L,5.00,-0.00843,5.14
EX. LEVADURA,g/L,5.00,-0.00794,5.19
EX. LEVADURA,g/L,5.00,-0.00744,5.23
EX. LEVADURA,g/L,5.00,-0.00695,5.28
EX. LEVADURA,g/L,5.00,-0.00646,5.30
EX. LEVADURA,g/L,5.00,-0.00596,5.33
EX. LEVADURA,g/L,5.00,-0.00547,5.38
EX. LEVADURA,g/L,5.00,-0.00498,5.41
EX. LEVADURA,g/L,5.00,-0.00448,5.45
EX. LEVADURA,g/L,5.00,-0.00398,5.47
EX. LEVADURA,g/L,5.00,-0.00349,5.51
EX. LEVADURA,g/L,5.00,-0.00299,5.58
EX. LEVADURA,g/L,5.00,-0.00249,5.61
EX. LEVADURA,g/L,5.00,-0.002,5.64
EX. LEVADURA,g/L,5.00,-0.0015,5.70
EX. LEVADURA,g/L,5.00,-0.001,5.76
EX. LEVADURA,g/L,5.00,-0.0005,5.81
EX. LEVADURA,g/L,5.00,0,5.85
EX. LEVADURA,g/L,5.00,0.0005,5.93
EX. LEVADURA,g/L,5.00,0.001,6.01
EX. LEVADURA,g/L,5.00,0.0015,6.11
EX. LEVADURA,g/L,5.00,0.002,6.17
EX. LEVADURA,g/L,5.00,0.00249,6.22
EX. LEVADURA,g/L,5.00,0.00299,6.35
EX. LEVADURA,g/L,5.00,0.00349,6.46
EX. LEVADURA,g/L,5.00,0.00398,6.59
EX. LEVADURA,g/L,5.00,0.00448,6.61
EX. LEVADURA,g/L,5.00,0.00498,6.75
EX. LEVADURA,g/L,5.00,0.00547,6.83
EX. LEVADURA,g/L,5.00,0.00596,6.86
EX. LEVADURA,g/L,5.00,0.00646,6.94
EX. LEVADURA,g/L,5.00,0.00695,7.07
EX. LEVADURA,g/L,5.00,0.00744,7.15
EX. LEVADURA,g/L,5.00,0.00794,7.23
EX. LEVADURA,g/L,5.00,0.00843,7.29
EX. LEVADURA,g/L,5.00,0.00892,7.33
EX. LEVADURA,g/L,5.00,0.00941,7.42
EX. LEVADURA,g/L,5.00,0.0099,7.48
EX. LEVADURA,g/L,5.00,0.01039,7.57
EX. LEVADURA,g/L,5.00,0.01088,7.61
EX. LEVADURA,g/L,5.00,0.01137,7.64
EX. LEVADURA,g/L,5.00,0.01186,7.68
EX. LEVADURA,g/L,5.00,0.01235,7.76
EX. LEVADURA,g/L,5.00,0.01283,7.85
EX. LEVADURA,g/L,5.00,0.01332,7.89
EX. LEVADURA,g/L,5.00,0.01381,7.93
EX. LEVADURA,g/L,5.00,0.01429,7.97
EX. LEVADURA,g/L,5.00,0.01478,7.99
EX. LEVADURA,g/L,5.00,0.01526,8.01
EX. LEVADURA,g/L,5.00,0.01575,8.04
EX. LEVADURA,g/L,5.00,0.01623,8.09
EX. LEVADURA,g/L,5.00,0.01672,8.12
EX. LEVADURA,g/L,5.00,0.0172,8.17
EX. LEVADURA,g/L,5.00,0.01768,8.21
EX. LEVADURA,g/L,5.00,0.01816,8.25
EX. LEVADURA,g/L,5.00,0.01865,8.27
EX. LEVADURA,g/L,5.00,0.01913,8.30
EX. LEVADURA,g/L,5.00,0.01961,8.33
EX. LEVADURA,g/L,5.00,0.02009,8.35
EX. LEVADURA,g/L,5.00,0.02057,8.37
EX. LEVADURA,g/L,5.00,0.02105,8.39
EX. LEVADURA,g/L,5.00,0.02153,8.42
EX. LEVADURA,g/L,5.00,0.022,8.44
EX. LEVADURA,g/L,5.00,0.02248,8.48
EX. LEVADURA,g/L,5.00,0.02296,8.50
EX. LEVADURA,g/L,5.00,0.02344,8.51
EX. LEVADURA,g/L,5.00,0.02391,8.53
EX. LEVADURA,g/L,5.00,0.02439,8.56
EX. LEVADURA,g/L,5.00,0.02487,8.59
EX. LEVADURA,g/L,5.00,0.02534,8.61
EX. LEVADURA,g/L,5.00,0.02582,8.63
EX. LEVADURA,g/L,5.00,0.02629,8.65
EX. LEVADURA,g/L,5.00,0.02676,8.68
EX. LEVADURA,g/L,5.00,0.02724,8.70
EX. LEVADURA,g/L,5.00,0.02771,8.74
EX. LEVADURA,g/L,5.00,0.02818,8.78
EX. LEVADURA,g/L,5.00,0.02865,8.80
EX. LEVADURA,g/L,5.00,0.02913,8.82
EX. LEVADURA,g/L,5.00,0.0296,8.84
EX. LEVADURA,g/L,5.00,0.03007,8.85
EX. LEVADURA,g/L,5.00,0.03054,8.88
EX. LEVADURA,g/L,5.00,0.03101,8.90
EX. LEVADURA,g/L,5.00,0.03148,8.92
EX. LEVADURA,g/L,5.00,0.03195,8.95
EX. LEVADURA,g/L,5.00,0.03241,8.97
EX. LEVADURA,g/L,5.00,0.03288,9.00
FeSO4,g/L,0.005,-0.00021,3.00
FeSO4,g/L,0.005,-0.0002,3.02
FeSO4,g/L,0.005,-0.00019,3.03
FeSO4,g/L,0.005,-0.00018,3.04
FeSO4,g/L,0.005,-0.00017,3.05
FeSO4,g/L,0.005,-0.00016,3.08
FeSO4,g/L,0.005,-0.00015,3.11
FeSO4,g/L,0.005,-0.00014,3.13
FeSO4,g/L,0.005,-0.00013,3.16
FeSO4,g/L,0.005,-0.00012,3.19
FeSO4,g/L,0.005,-0.00011,3.22
FeSO4,g/L,0.005,-0.0001,3.25
FeSO4,g/L,0.005,-0.00009,3.29
FeSO4,g/L,0.005,-0.00008,3.34
FeSO4,g/L,0.005,-0.00007,3.38
FeSO4,g/L,0.005,-0.00006,3.41
FeSO4,g/L,0.005,-0.00005,3.46
FeSO4,g/L,0.005,-0.00004,3.54
FeSO4,g/L,0.005,-0.00003,3.61
FeSO4,g/L,0.005,-0.00002,3.74
FeSO4,g/L,0.005,-0.00001,3.91
FeSO4,g/L,0.005,0,5.45
FeSO4,g/L,0.005,0.00001,5.63
FeSO4,g/L,0.005,0.00002,5.65
FeSO4,g/L,0.005,0.00003,5.65
FeSO4,g/L,0.005,0.00004,5.64
FeSO4,g/L,0.005,0.00005,5.71
FeSO4,g/L,0.005,0.00006,5.78
FeSO4,g/L,0.005,0.00007,6.04
FeSO4,g/L,0.005,0.00008,6.23
FeSO4,g/L,0.005,0.00009,6.66
FeSO4,g/L,0.005,0.0001,7.64
FeSO4,g/L,0.005,0.00011,7.72
FeSO4,g/L,0.005,0.00012,8.08
FeSO4,g/L,0.005,0.00013,8.15
FeSO4,g/L,0.005,0.00014,8.39
FeSO4,g/L,0.005,0.00015,8.51
FeSO4,g/L,0.005,0.00016,8.59
FeSO4,g/L,0.005,0.00017,8.63
FeSO4,g/L,0.005,0.00018,8.72
FeSO4,g/L,0.005,0.00019,8.79
FeSO4,g/L,0.005,0.0002,8.83
FeSO4,g/L,0.005,0.00021,8.87
FeSO4,g/L,0.005,0.00022,8.90
FeSO4,g/L,0.005,0.00023,8.93
FeSO4,g/L,0.005,0.00024,8.98
FeSO4,g/L,0.005,0.00025,9.00
FeSO4,g/L,0.0075,-0.00017,3.00
FeSO4,g/L,0.0075,-0.00016,3.04
FeSO4,g/L,0.0075,-0.00015,3.07
FeSO4,g/L,0.0075,-0.00014,3.09
FeSO4,g/L,0.0075,-0.00013,3.11
FeSO4,g/L,0.0075,-0.00012,3.14
FeSO4,g/L,0.0075,-0.00011,3.18
FeSO4,g/L,0.0075,-0.0001,3.21
FeSO4,g/L,0.0075,-0.00009,3.26
FeSO4,g/L,0.0075,-0.00008,3.33
