Titulo,Grado,R2,Ecuacion
Modelo Greedy con Umbral R2,4,0.8131855786790889,"pH = 
    X1^3*(0.261^3 + 0.044^3*X2) +
    X1^2*(-1.466^2 + -0.637^2*X2 + 0.467^2*X2^2) +
    X1^1*(2.788 + 0.801*X2 + -5.967*X2^2 + -0.014^4 + 2.427*X2^3) +
    X2^4*(-5.866^4) +
    X2^3*(-28.084^3) +
    X2^2*(16.863^2) +
    X2^1*(16.249) +
    0.000"
