Titulo,Grado,R2,Ecuacion
Modelo Greedy con Umbral R2,4,0.8184953554836194,"pH = 
    X1^3*(-0.288^3 + -0.500^3*X2) +
    X1^2*(1.356^2 + 9.179^2*X2 + 0.313^2*X2^2) +
    X1^1*(-1.129 + -49.502*X2 + -5.509*X2^2 + 0.016^4 + -0.040*X2^3) +
    X2^4*(-0.626^4) +
    X2^3*(0.603^3) +
    X2^2*(25.740^2) +
    X2^1*(80.491) +
    0.000"
