Titulo,Grado,R2,Ecuacion
Modelo Múltiples Reactivos,4,0.8329846775300718,"pH = 
    X1^3*(-0.589^3 + -1.421^3*X2) +
    X1^2*(3.050^2 + 25.769^2*X2 + 0.327^2*X2^2) +
    X1^1*(-4.203 + -134.323*X2 + -5.969*X2^2 + 0.033^4 + -0.394*X2^3) +
    X2^4*(0.566^4) +
    X2^3*(4.997^3) +
    X2^2*(28.416^2) +
    X2^1*(190.647) +
    0.000"
