Conc_reactivo,Conc_titulante,pH_predicho
0.005,-0.0258,3.1003082586269213
0.005050505050505051,-0.0258,3.09903009282489
0.005101010101010101,-0.0258,3.0985341805845494
0.005151515151515152,-0.0258,3.0988117940375766
0.0052020202020202026,-0.0258,3.099852567362169
0.0052525252525252525,-0.0258,3.1016445229230944
0.005303030303030303,-0.0258,3.1041741027599765
0.005353535353535353,-0.0258,3.107426205340963
0.005404040404040404,-0.0258,3.111384227476993
0.005454545454545455,-0.0258,3.1160301112704727
0.005505050505050505,-0.0258,3.121344395950983
0.005555555555555556,-0.0258,3.1273062744303703
0.005606060606060606,-0.0258,3.133893654389507
0.0056565656565656566,-0.0258,3.1410832236901847
0.005707070707070707,-0.0258,3.14885051988724
0.005757575757575757,-0.0258,3.1571700035988792
0.005808080808080808,-0.0258,3.1660151354768225
0.005858585858585859,-0.0258,3.175358456502866
0.005909090909090909,-0.0258,3.1851716713244334
0.00595959595959596,-0.0258,3.195425734329042
0.006010101010101011,-0.0258,3.206090938146132
0.006060606060606061,-0.0258,3.217137004254703
0.006111111111111111,-0.0258,3.228533175366535
0.006161616161616161,-0.0258,3.240248309247532
0.006212121212121212,-0.0258,3.2522509736339695
0.006262626262626263,-0.0258,3.264509541896214
0.006313131313131313,-0.0258,3.276992289099635
0.006363636363636364,-0.0258,3.289667488111269
0.006414141414141414,-0.0258,3.302503505401023
0.006464646464646465,-0.0258,3.3154688961879666
0.0065151515151515155,-0.0258,3.328532498585581
0.006565656565656566,-0.0258,3.3416635264045005
0.006616161616161616,-0.0258,3.3548316602775237
0.006666666666666666,-0.0258,3.3680071367792355
0.006717171717171717,-0.0258,3.3811608352214817
0.006767676767676768,-0.0258,3.3942643618163197
0.006818181818181819,-0.0258,3.4072901309094483
0.006868686868686869,-0.0258,3.420211442999951
0.0069191919191919195,-0.0258,3.4330025592760363
0.0069696969696969695,-0.0258,3.445638772411302
0.00702020202020202,-0.0258,3.458096473382112
0.007070707070707071,-0.0258,3.4703532140833717
0.007121212121212121,-0.0258,3.4823877655377435
0.007171717171717172,-0.0258,3.49418017151171
0.007222222222222222,-0.0258,3.5057117973709904
0.007272727272727273,-0.0258,3.5169653740274507
0.0073232323232323236,-0.0258,3.527925036849755
0.007373737373737374,-0.0258,3.5385763594305133
0.007424242424242424,-0.0258,3.5489063821235587
0.007474747474747474,-0.0258,3.5589036352858554
0.007525252525252525,-0.0258,3.5685581571797322
0.007575757575757576,-0.0258,3.5778615065122947
0.007626262626262627,-0.0258,3.586806769609818
0.007676767676767677,-0.0258,3.5953885622458586
0.007727272727272728,-0.0258,3.6036030261624554
0.0077777777777777776,-0.0258,3.6114478203440474
0.007828282828282828,-0.0258,3.6189221071235815
0.00787878787878788,-0.0258,3.6260265332196644
0.007929292929292928,-0.0258,3.6327632058223545
0.00797979797979798,-0.0258,3.6391356638633003
0.00803030303030303,-0.0258,3.645148844623322
0.00808080808080808,-0.0258,3.6508090458470606
0.008131313131313132,-0.0258,3.6561238835501797
0.008181818181818182,-0.0258,3.661102245719209
0.008232323232323233,-0.0258,3.66575424211819
0.008282828282828282,-0.0258,3.6700911504289415
0.008333333333333333,-0.0258,3.6741253589636282
0.008383838383838384,-0.0258,3.6778703061989466
0.008434343434343435,-0.0258,3.6813404173908255
0.008484848484848484,-0.0258,3.6845510385369002
0.008535353535353535,-0.0258,3.6875183679612356
0.008585858585858586,-0.0258,3.6902593858018164
0.008636363636363636,-0.0258,3.6927917816860854
0.008686868686868687,-0.0258,3.695133880883438
0.008737373737373738,-0.0258,3.6973045692259587
0.008787878787878789,-0.0258,3.699323217089855
0.008838383838383838,-0.0258,3.701209602729961
0.008888888888888889,-0.0258,3.702983835258559
0.00893939393939394,-0.0258,3.704666277557293
0.008989898989898989,-0.0258,3.706277469407425
0.00904040404040404,-0.0258,3.707838051119115
0.00909090909090909,-0.0258,3.70936868793454
0.009141414141414141,-0.0258,3.7108899954730146
0.009191919191919192,-0.0258,3.7124224664784222
0.009242424242424243,-0.0258,3.713986399120541
0.009292929292929294,-0.0258,3.715601827092199
0.009343434343434345,-0.0258,3.7172884517337037
0.009393939393939394,-0.0258,3.71906557640464
0.009444444444444445,-0.0258,3.720952043311109
0.009494949494949495,-0.0258,3.7229661729837344
0.009545454545454544,-0.0258,3.7251257065883987
0.009595959595959595,-0.0258,3.7274477512377655
0.009646464646464646,-0.0258,3.729948728457229
0.009696969696969697,-0.0258,3.7326443259441575
0.009747474747474748,-0.0258,3.7355494527440487
0.009797979797979799,-0.0258,3.7386781979518635
0.00984848484848485,-0.0258,3.742043793031053
0.0098989898989899,-0.0258,3.7456585778270624
0.00994949494949495,-0.0258,3.7495339703362007
0.01,-0.0258,3.7536804402749024
0.005,-0.02545050505050505,3.081301445101211
0.005050505050505051,-0.02545050505050505,3.0795953815103143
0.005101010101010101,-0.02545050505050505,3.0786679580945004
0.005151515151515152,-0.02545050505050505,3.0785105662533687
0.0052020202020202026,-0.02545050505050505,3.0791129605685543
0.0052525252525252525,-0.02545050505050505,3.0804632847929643
0.005303030303030303,-0.02545050505050505,3.0825481032004367
0.005353535353535353,-0.02545050505050505,3.085352437214399
0.005404040404040404,-0.02545050505050505,3.08885980721221
0.005454545454545455,-0.02545050505050505,3.09305227938035
0.005505050505050505,-0.02545050505050505,3.0979105174744674
0.005555555555555556,-0.02545050505050505,3.1034138393177892
0.005606060606060606,-0.02545050505050505,3.1095402778514853
0.0056565656565656566,-0.02545050505050505,3.1162666465314244
0.005707070707070707,-0.02545050505050505,3.1235686088474632
