Conc_reactivo,Conc_titulante,pH_predicho
0.5,-0.0312,2.506167389703596
0.5252525252525253,-0.0312,2.4876063167464175
0.5505050505050505,-0.0312,2.4693532007732464
0.5757575757575758,-0.0312,2.4514130146540194
0.601010101010101,-0.0312,2.4337899940692758
0.6262626262626263,-0.0312,2.4164876520171807
0.6515151515151515,-0.0312,2.3995087962932935
0.6767676767676768,-0.0312,2.3828555497959405
0.702020202020202,-0.0312,2.3665293735002297
0.7272727272727273,-0.0312,2.3505310919295423
0.7525252525252526,-0.0312,2.3348609209457365
0.7777777777777778,-0.0312,2.319518497669886
0.803030303030303,-0.0312,2.3045029123398386
0.8282828282828283,-0.0312,2.289812741905397
0.8535353535353536,-0.0312,2.2754460851590856
0.8787878787878788,-0.0312,2.261400599199943
0.904040404040404,-0.0312,2.247673537025702
0.9292929292929293,-0.0312,2.234261786053531
0.9545454545454546,-0.0312,2.2211619073691033
0.9797979797979798,-0.0312,2.208370175511213
1.0050505050505052,-0.0312,2.1958826186029183
1.0303030303030303,-0.0312,2.183695058648172
1.0555555555555556,-0.0312,2.171803151819457
1.0808080808080809,-0.0312,2.1602024285718784
1.106060606060606,-0.0312,2.1488883334269673
1.1313131313131313,-0.0312,2.137856264281279
1.1565656565656566,-0.0312,2.1271016111027032
1.1818181818181817,-0.0312,2.116619793889509
1.2070707070707072,-0.0312,2.10640629977706
1.2323232323232323,-0.0312,2.096456719187854
1.2575757575757576,-0.0312,2.0867667809304367
1.2828282828282829,-0.0312,2.077332386161919
1.308080808080808,-0.0312,2.068149641140269
1.3333333333333335,-0.0312,2.0592148886991417
1.3585858585858586,-0.0312,2.0505247383868808
1.3838383838383839,-0.0312,2.042076095219148
1.4090909090909092,-0.0312,2.0338661870003785
1.4343434343434343,-0.0312,2.0258925901751956
1.4595959595959596,-0.0312,2.0181532541750853
1.4848484848484849,-0.0312,2.010646524230049
1.5101010101010102,-0.0312,2.003371162616944
1.5353535353535352,-0.0312,1.9963263683181949
1.5606060606060606,-0.0312,1.9895117950656807
1.5858585858585859,-0.0312,1.9829275677439975
1.6111111111111112,-0.0312,1.9765742971281703
1.6363636363636362,-0.0312,1.9704530929259705
1.6616161616161615,-0.0312,1.9645655750976043
1.6868686868686869,-0.0312,1.9589138834191637
1.7121212121212122,-0.0312,1.9535006852551524
1.7373737373737375,-0.0312,1.9483291815021229
1.7626262626262625,-0.0312,1.9434031106618024
1.7878787878787878,-0.0312,1.9387267509993702
1.8131313131313131,-0.0312,1.9343049207392848
1.8383838383838385,-0.0312,1.930142976249123
1.8636363636363635,-0.0312,1.92624680815869
1.8888888888888888,-0.0312,1.9226228353607335
1.9141414141414141,-0.0312,1.919277996840251
1.9393939393939394,-0.0312,1.9162197412761182
