Conc_reactivo,Conc_titulante,pH_predicho
1.0,-0.1502,5.227082380589326
1.0404040404040404,-0.1502,5.174699312890747
1.0808080808080809,-0.1502,5.1213279125778595
1.121212121212121,-0.1502,5.066996779783703
1.1616161616161615,-0.1502,5.011737283690252
1.202020202020202,-0.1502,4.955583561265964
1.2424242424242424,-0.1502,4.898572505281797
1.2828282828282829,-0.1502,4.8407437413375956
1.3232323232323233,-0.1502,4.7821395936905216
1.3636363636363638,-0.1502,4.722805039740527
1.404040404040404,-0.1502,4.662787653094174
1.4444444444444444,-0.1502,4.602137535197176
1.4848484848484849,-0.1502,4.540907235597421
1.5252525252525253,-0.1502,4.479151660972984
1.5656565656565657,-0.1502,4.416927973133772
1.606060606060606,-0.1502,4.354295476279954
1.6464646464646466,-0.1502,4.291315493874793
1.6868686868686869,-0.1502,4.228051235563087
1.7272727272727273,-0.1502,4.164567654639013
1.7676767676767677,-0.1502,4.100931296637154
1.8080808080808082,-0.1502,4.037210139688547
1.8484848484848486,-0.1502,3.9734734273473853
1.8888888888888888,-0.1502,3.9097914946550443
1.9292929292929295,-0.1502,3.846235588263356
1.9696969696969697,-0.1502,3.7828776814900644
2.0101010101010104,-0.1502,3.719790285224334
2.0505050505050506,-0.1502,3.6570462556389636
2.090909090909091,-0.1502,3.5947185996981066
2.1313131313131315,-0.1502,3.5328802794743486
2.1717171717171717,-0.1502,3.471604016306707
2.212121212121212,-0.1502,3.410962095840903
2.2525252525252526,-0.1502,3.351026174995239
2.2929292929292933,-0.1502,3.2918670918894777
2.3333333333333335,-0.1502,3.2335546797595
2.3737373737373737,-0.1502,3.176157585858143
2.4141414141414144,-0.1502,3.1197430963122086
2.4545454545454546,-0.1502,3.0643769678667008
2.494949494949495,-0.1502,3.0101232674012404
2.5353535353535355,-0.1502,2.957044220050091
2.575757575757576,-0.1502,2.9052000666961733
2.6161616161616164,-0.1502,2.854648931542293
2.6565656565656566,-0.1502,2.805446700389678
2.6969696969696972,-0.1502,2.7576469101747256
2.7373737373737375,-0.1502,2.711300650231994
2.7777777777777777,-0.1502,2.6664564756629723
2.8181818181818183,-0.1502,2.6231603331002704
2.858585858585859,-0.1502,2.581455499062568
2.8989898989898992,-0.1502,2.541382531001253
2.9393939393939394,-0.1502,2.502979231043229
2.97979797979798,-0.1502,2.466280622339192
3.0202020202020203,-0.1502,2.4313189378310236
3.060606060606061,-0.1502,2.3981236211595363
3.101010101010101,-0.1502,2.3667213393432194
3.1414141414141414,-0.1502,2.3371360067717895
3.181818181818182,-0.1502,2.3093888199757213
3.2222222222222223,-0.1502,2.2834983025562634
3.262626262626263,-0.1502,2.2594803595882933
3.303030303030303,-0.1502,2.237348340743786
3.3434343434343434,-0.1502,2.2171131113264346
3.383838383838384,-0.1502,2.198783130357044
3.4242424242424243,-0.1502,2.182364534808798
3.464646464646465,-0.1502,2.167861229056914
3.505050505050505,-0.1502,2.1552749785844876
3.545454545454546,-0.1502,2.144605506969685
3.585858585858586,-0.1502,2.135850595174789
3.6262626262626263,-0.1502,2.129006182159965
3.666666666666667,-0.1502,2.1240664658577675
3.707070707070707,-0.1502,2.1210240035659815
3.747474747474748,-0.1502,2.119869810846356
3.787878787878788,-0.1502,2.1205934580560974
3.8282828282828287,-0.1502,2.123183163686009
3.868686868686869,-0.1502,2.1276258837329234
3.909090909090909,-0.1502,2.133907396396335
3.94949494949495,-0.1502,2.1420123814561602
3.98989898989899,-0.1502,2.151924493762552
4.030303030303031,-0.1502,2.1636264303457526
4.070707070707071,-0.1502,2.1770999907376174
4.111111111111111,-0.1502,2.1923261301801444
4.151515151515152,-0.1502,2.2092850054850777
4.191919191919192,-0.1502,2.227956013397068
4.232323232323233,-0.1502,2.248317821402427
4.272727272727273,-0.1502,2.2703483910139868
4.313131313131313,-0.1502,2.2940249936515054
4.353535353535354,-0.1502,2.319324219320478
4.3939393939393945,-0.1502,2.3462219783764624
4.434343434343434,-0.1502,2.3746934967391056
4.474747474747475,-0.1502,2.404713304994221
4.515151515151516,-0.1502,2.4362552218912095
4.555555555555555,-0.1502,2.4692923328045193
4.595959595959597,-0.1502,2.503796963784497
4.636363636363637,-0.1502,2.5397406518710213
4.6767676767676765,-0.1502,2.5770941123849402
4.717171717171718,-0.1502,2.61582720394553
4.757575757575758,-0.1502,2.655908891986523
4.7979797979797985,-0.1502,2.6973072115619026
4.838383838383839,-0.1502,2.7399892302385274
4.878787878787879,-0.1502,2.783921011874928
4.91919191919192,-0.1502,2.8290675820761213
4.95959595959596,-0.1502,2.8753928960975643
5.0,-0.1502,2.922859809948007
1.0,-0.1485090909090909,5.137889237987908
